harvest_id,farmer_id,product_id,planting_date,harvest_date,quantity_kg,quality_assessment,post_harvest_loss_pct,storage_method,season,loaded_at
HRV0000822,FMR000404,PRD0086,2023-02-06,2025-02-05,2709.01,C,29.28,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000823,FMR000405,PRD0095,2024-12-30,2025-04-13,620.95,A,27.13,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000824,FMR000405,PRD0095,2024-09-28,2025-01-08,2663.45,C,16.81,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000825,FMR000405,PRD0095,2024-11-29,2025-02-26,2018.03,A,7.65,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000826,FMR000406,PRD0090,2023-02-18,2025-02-13,1201.91,B,21.89,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000827,FMR000406,PRD0090,2023-07-01,2025-07-04,2048.16,A,8.23,Open Air,2023-A,2025-12-06 15:51:42
HRV0000828,FMR000407,PRD0088,2024-05-06,2025-01-18,3520.32,C,21.99,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000829,FMR000407,PRD0088,2024-09-22,2025-06-22,1964.07,A,16.84,Silo,2023-B,2025-12-06 15:51:42
HRV0000830,FMR000408,PRD0070,2024-10-13,2025-10-27,9251.64,A,26.97,Silo,2023-A,2025-12-06 15:51:42
HRV0000831,FMR000408,PRD0070,2024-04-30,2025-05-10,5880.99,B,23.73,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000832,FMR000408,PRD0070,2024-03-27,2025-03-31,11308.56,B,5.93,Open Air,2023-A,2025-12-06 15:51:42
HRV0000833,FMR000409,PRD0091,2025-07-10,2025-10-07,357.38,B,6.36,Silo,2024-A,2025-12-06 15:51:42
HRV0000834,FMR000410,PRD0081,2024-09-15,2024-12-12,403.78,B,18.6,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0000835,FMR000411,PRD0070,2024-03-06,2025-03-03,10411.03,B,23.98,Open Air,2024-A,2025-12-06 15:51:42
HRV0000836,FMR000411,PRD0070,2024-02-07,2025-02-15,14051.83,C,13.35,Silo,2023-B,2025-12-06 15:51:42
HRV0000837,FMR000411,PRD0070,2024-03-02,2025-03-05,3049.77,B,15.59,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000838,FMR000412,PRD0072,2023-09-28,2025-09-28,16397.61,B,12.15,Open Air,2023-A,2025-12-06 15:51:42
HRV0000839,FMR000412,PRD0072,2023-09-02,2025-09-01,43606.79,A,22.66,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000840,FMR000412,PRD0072,2023-09-07,2025-08-30,19946.17,B,17.32,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000841,FMR000413,PRD0075,2022-03-18,2025-03-27,679.84,B,14.53,Open Air,2023-B,2025-12-06 15:51:42
HRV0000842,FMR000413,PRD0075,2022-05-23,2025-06-01,732.41,B,5.45,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0000843,FMR000414,PRD0062,2024-09-27,2025-09-05,389.79,B,28.89,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000844,FMR000414,PRD0062,2024-11-03,2025-10-09,419.16,B,20.0,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000845,FMR000414,PRD0062,2024-06-22,2025-05-16,1230.86,B,21.91,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000846,FMR000415,PRD0068,2024-06-06,2025-06-05,1163.54,A,15.68,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000847,FMR000416,PRD0095,2025-05-15,2025-08-29,2214.74,C,27.0,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000848,FMR000416,PRD0095,2025-05-17,2025-08-12,628.26,A,8.61,Open Air,2023-A,2025-12-06 15:51:42
HRV0000849,FMR000416,PRD0095,2025-01-12,2025-04-21,1952.28,A,11.19,Silo,2023-A,2025-12-06 15:51:42
HRV0000850,FMR000417,PRD0098,2024-10-22,2025-02-17,3308.18,A,12.05,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000851,FMR000417,PRD0098,2024-11-12,2025-03-10,1992.27,B,15.1,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000852,FMR000418,PRD0098,2025-05-25,2025-10-05,765.0,B,29.01,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000853,FMR000418,PRD0098,2025-05-23,2025-09-16,1500.74,A,5.65,Silo,2024-A,2025-12-06 15:51:42
HRV0000854,FMR000419,PRD0072,2022-12-11,2024-12-09,29645.64,C,25.27,Silo,2024-A,2025-12-06 15:51:42
HRV0000855,FMR000419,PRD0072,2023-08-20,2025-09-01,45387.23,A,22.87,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0000856,FMR000420,PRD0066,2025-05-31,2025-09-02,880.62,B,15.12,Silo,2024-A,2025-12-06 15:51:42
HRV0000857,FMR000421,PRD0097,2025-01-07,2025-05-17,1504.54,B,6.14,Silo,2023-B,2025-12-06 15:51:42
HRV0000858,FMR000422,PRD0079,2025-07-19,2025-09-21,908.4,A,22.54,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000859,FMR000423,PRD0079,2024-10-20,2024-12-18,5184.41,B,20.26,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000860,FMR000423,PRD0079,2025-07-02,2025-08-30,3715.44,B,28.59,Silo,2023-B,2025-12-06 15:51:42
HRV0000861,FMR000423,PRD0079,2025-02-16,2025-04-23,6000.8,A,21.23,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000862,FMR000424,PRD0095,2024-10-26,2025-02-08,1102.39,A,20.57,Silo,2023-A,2025-12-06 15:51:42
HRV0000863,FMR000425,PRD0064,2025-07-12,2025-10-31,882.83,A,21.82,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000864,FMR000426,PRD0087,2024-07-28,2025-01-30,8902.82,A,25.39,Silo,2023-B,2025-12-06 15:51:42
HRV0000865,FMR000426,PRD0087,2024-10-24,2025-04-19,4299.65,C,6.16,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000866,FMR000427,PRD0076,2022-04-11,2025-03-29,764.56,B,6.69,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000867,FMR000428,PRD0095,2025-06-30,2025-10-09,5491.04,A,20.03,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000868,FMR000428,PRD0095,2024-10-21,2025-01-23,7546.22,A,29.91,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000869,FMR000428,PRD0095,2024-12-23,2025-04-08,11444.3,B,14.93,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000870,FMR000429,PRD0074,2025-04-09,2025-08-04,1785.67,A,15.25,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000871,FMR000429,PRD0074,2025-07-24,2025-11-18,938.43,C,27.82,Silo,2024-A,2025-12-06 15:51:42
HRV0000872,FMR000430,PRD0085,2024-11-03,2025-11-03,65629.31,B,10.52,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000873,FMR000430,PRD0085,2024-10-03,2025-09-23,76541.77,B,17.37,Open Air,2024-A,2025-12-06 15:51:42
HRV0000874,FMR000431,PRD0062,2024-03-13,2025-02-10,8610.87,B,29.55,Silo,2023-A,2025-12-06 15:51:42
HRV0000875,FMR000431,PRD0062,2024-08-05,2025-07-03,6767.65,C,7.44,Silo,2023-B,2025-12-06 15:51:42
HRV0000876,FMR000431,PRD0062,2024-10-30,2025-09-23,9019.04,B,25.82,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0000877,FMR000432,PRD0097,2025-06-18,2025-10-23,1076.93,C,12.05,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000878,FMR000433,PRD0073,2025-06-24,2025-11-23,1485.19,B,12.74,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0000879,FMR000433,PRD0073,2024-09-30,2025-02-28,1900.59,A,14.62,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000880,FMR000433,PRD0073,2024-10-18,2025-03-04,388.05,B,8.1,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000881,FMR000434,PRD0064,2025-03-31,2025-07-16,4014.26,A,28.57,Silo,2023-B,2025-12-06 15:51:42
HRV0000882,FMR000435,PRD0072,2023-11-18,2025-11-20,864.16,A,16.82,Open Air,2023-A,2025-12-06 15:51:42
HRV0000883,FMR000436,PRD0087,2024-12-25,2025-06-14,2300.42,B,19.21,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000884,FMR000436,PRD0087,2024-09-20,2025-03-25,1217.73,C,27.13,Silo,2023-A,2025-12-06 15:51:42
HRV0000885,FMR000436,PRD0087,2024-06-27,2024-12-18,2077.71,A,10.85,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000886,FMR000437,PRD0092,2025-06-08,2025-08-27,379.7,C,29.82,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000887,FMR000438,PRD0088,2024-06-13,2025-03-14,547.69,B,7.22,Silo,2023-A,2025-12-06 15:51:42
HRV0000888,FMR000438,PRD0088,2025-03-05,2025-11-17,725.14,B,26.28,Open Air,2023-B,2025-12-06 15:51:42
HRV0000889,FMR000438,PRD0088,2025-02-22,2025-11-21,882.11,B,8.85,Silo,2023-A,2025-12-06 15:51:42
HRV0000890,FMR000439,PRD0088,2024-05-29,2025-02-21,1446.77,A,8.44,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000891,FMR000440,PRD0072,2023-04-15,2025-04-15,10567.75,A,29.76,Open Air,2023-A,2025-12-06 15:51:42
HRV0000892,FMR000440,PRD0072,2023-07-05,2025-07-01,9046.78,B,29.36,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0000893,FMR000440,PRD0072,2023-02-24,2025-02-22,6904.72,B,17.44,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000894,FMR000441,PRD0086,2023-03-08,2025-03-16,487.02,B,10.05,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000895,FMR000441,PRD0086,2023-02-26,2025-03-03,426.54,B,6.76,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000896,FMR000441,PRD0086,2023-01-17,2025-01-12,344.14,C,19.93,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000897,FMR000442,PRD0100,2025-08-01,2025-10-25,3585.15,B,13.84,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000898,FMR000442,PRD0100,2025-06-14,2025-09-13,3295.91,A,6.09,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000899,FMR000443,PRD0084,2025-06-17,2025-07-20,53288.95,A,18.7,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000900,FMR000444,PRD0066,2024-10-23,2025-01-26,925.2,A,23.53,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000901,FMR000444,PRD0066,2025-08-04,2025-11-11,1293.77,B,25.23,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000902,FMR000445,PRD0062,2023-12-29,2024-12-06,1509.59,A,27.19,Silo,2023-A,2025-12-06 15:51:42
HRV0000903,FMR000445,PRD0062,2024-11-18,2025-10-10,1545.73,A,5.29,Silo,2023-B,2025-12-06 15:51:42
HRV0000904,FMR000445,PRD0062,2024-07-31,2025-06-21,1753.3,A,19.09,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000905,FMR000446,PRD0095,2025-04-09,2025-07-19,1090.87,A,28.02,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000906,FMR000446,PRD0095,2025-02-18,2025-05-28,452.97,C,20.84,Open Air,2023-A,2025-12-06 15:51:42
HRV0000907,FMR000447,PRD0079,2025-06-18,2025-08-26,1431.61,A,17.63,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0000908,FMR000447,PRD0079,2025-08-28,2025-10-31,1294.1,A,21.96,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000909,FMR000447,PRD0079,2025-04-10,2025-06-12,1476.28,B,19.75,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000910,FMR000448,PRD0076,2022-11-25,2025-11-13,4371.23,A,27.62,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000911,FMR000448,PRD0076,2022-09-16,2025-09-07,4704.63,C,25.6,Silo,2023-A,2025-12-06 15:51:42
HRV0000912,FMR000449,PRD0059,2024-08-30,2024-12-19,4777.58,B,25.86,Open Air,2023-B,2025-12-06 15:51:42
HRV0000913,FMR000449,PRD0059,2025-07-18,2025-10-31,3284.15,A,23.23,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000914,FMR000450,PRD0078,2024-10-01,2024-12-14,930.79,B,13.06,Silo,2023-A,2025-12-06 15:51:42
HRV0000915,FMR000450,PRD0078,2024-10-21,2025-01-19,1940.49,A,25.37,Open Air,2024-A,2025-12-06 15:51:42
HRV0000916,FMR000450,PRD0078,2025-03-30,2025-06-21,1979.14,B,11.95,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000917,FMR000451,PRD0085,2024-08-14,2025-08-11,799.07,A,24.0,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000918,FMR000451,PRD0085,2024-07-26,2025-07-29,1575.14,A,18.27,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0000919,FMR000451,PRD0085,2024-09-13,2025-09-07,1661.53,A,24.64,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0000920,FMR000452,PRD0098,2024-11-13,2025-03-21,1444.99,C,19.79,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000921,FMR000453,PRD0083,2025-02-25,2025-05-07,2207.39,B,11.2,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000922,FMR000453,PRD0083,2025-07-29,2025-10-19,1879.96,A,14.14,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000923,FMR000454,PRD0086,2023-02-08,2025-02-02,1150.39,C,23.62,Silo,2023-A,2025-12-06 15:51:42
HRV0000924,FMR000455,PRD0095,2024-09-02,2024-12-07,1269.7,A,17.68,Open Air,2023-A,2025-12-06 15:51:42
HRV0000925,FMR000455,PRD0095,2025-04-06,2025-07-16,542.93,C,15.03,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000926,FMR000456,PRD0091,2025-01-09,2025-04-14,2239.74,B,27.49,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000927,FMR000456,PRD0091,2024-10-19,2025-01-12,1959.21,C,20.16,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000928,FMR000456,PRD0091,2025-04-16,2025-07-27,2337.04,C,14.85,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0000929,FMR000457,PRD0078,2025-08-04,2025-10-22,1023.55,A,25.88,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000930,FMR000458,PRD0074,2025-03-16,2025-07-19,19518.18,B,24.01,Open Air,2023-B,2025-12-06 15:51:42
HRV0000931,FMR000458,PRD0074,2024-10-19,2025-02-13,17944.96,A,28.73,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000932,FMR000458,PRD0074,2025-03-30,2025-08-10,62665.66,A,26.73,Open Air,2023-B,2025-12-06 15:51:42
HRV0000933,FMR000459,PRD0088,2025-02-14,2025-11-06,919.72,B,16.41,Silo,2024-A,2025-12-06 15:51:42
HRV0000934,FMR000460,PRD0072,2023-05-01,2025-05-13,1289.62,A,8.1,Open Air,2023-A,2025-12-06 15:51:42
HRV0000935,FMR000460,PRD0072,2023-09-15,2025-09-15,1621.67,A,18.08,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000936,FMR000460,PRD0072,2023-05-11,2025-05-08,1580.08,B,13.56,Open Air,2023-A,2025-12-06 15:51:42
HRV0000937,FMR000461,PRD0097,2025-03-07,2025-07-27,366.96,C,12.55,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000938,FMR000462,PRD0100,2025-05-07,2025-08-04,674.8,B,20.42,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000939,FMR000462,PRD0100,2025-02-03,2025-05-15,632.84,A,21.62,Open Air,2023-A,2025-12-06 15:51:42
HRV0000940,FMR000463,PRD0066,2025-01-29,2025-04-21,13694.14,B,17.88,Open Air,2023-B,2025-12-06 15:51:42
HRV0000941,FMR000464,PRD0100,2025-04-30,2025-07-26,711.86,A,24.41,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0000942,FMR000464,PRD0100,2024-10-04,2025-01-01,868.22,C,22.34,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0000943,FMR000465,PRD0092,2025-01-24,2025-04-15,62180.58,B,20.23,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000944,FMR000466,PRD0079,2025-02-10,2025-04-06,8378.25,B,16.82,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000945,FMR000466,PRD0079,2024-12-17,2025-02-23,9065.59,A,26.47,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000946,FMR000466,PRD0079,2025-06-16,2025-08-24,5719.4,B,25.85,Open Air,2024-A,2025-12-06 15:51:42
HRV0000947,FMR000467,PRD0100,2024-10-06,2025-01-14,1496.79,A,13.56,Open Air,2023-A,2025-12-06 15:51:42
HRV0000948,FMR000467,PRD0100,2025-05-06,2025-07-29,1088.4,B,5.02,Open Air,2024-A,2025-12-06 15:51:42
HRV0000949,FMR000468,PRD0086,2023-04-16,2025-04-19,323.92,C,19.01,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000950,FMR000469,PRD0087,2024-06-18,2024-12-18,1182.12,B,19.53,Silo,2023-A,2025-12-06 15:51:42
HRV0000951,FMR000470,PRD0095,2024-12-21,2025-03-31,596.78,B,24.09,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000952,FMR000470,PRD0095,2024-10-11,2025-01-25,975.48,B,26.21,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000953,FMR000471,PRD0073,2024-07-06,2024-12-07,626.44,A,28.25,Silo,2023-A,2025-12-06 15:51:42
HRV0000954,FMR000471,PRD0073,2024-12-29,2025-05-31,754.32,A,7.02,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000955,FMR000472,PRD0078,2025-05-19,2025-08-06,5380.93,B,23.8,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000956,FMR000472,PRD0078,2025-03-02,2025-05-29,8641.52,A,29.18,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000957,FMR000472,PRD0078,2025-01-19,2025-04-03,5042.9,A,29.7,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000958,FMR000473,PRD0098,2025-01-26,2025-06-05,748.65,A,13.77,Open Air,2023-A,2025-12-06 15:51:42
HRV0000959,FMR000474,PRD0062,2024-12-23,2025-11-18,8591.11,B,10.38,Open Air,2023-B,2025-12-06 15:51:42
HRV0000960,FMR000474,PRD0062,2024-04-25,2025-03-23,7817.76,B,5.13,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000961,FMR000474,PRD0062,2024-07-28,2025-07-07,7357.43,C,22.1,Silo,2023-B,2025-12-06 15:51:42
HRV0000962,FMR000475,PRD0068,2024-11-02,2025-11-04,1245.83,A,8.07,Open Air,2024-A,2025-12-06 15:51:42
HRV0000963,FMR000476,PRD0068,2024-04-18,2025-04-25,45867.79,C,9.29,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000964,FMR000476,PRD0068,2024-09-10,2025-09-04,27539.78,B,8.3,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000965,FMR000477,PRD0062,2024-02-18,2025-01-15,1066.09,B,19.41,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000966,FMR000477,PRD0062,2024-05-17,2025-04-16,1424.8,A,13.13,Open Air,2023-A,2025-12-06 15:51:42
HRV0000967,FMR000477,PRD0062,2024-11-06,2025-10-01,1283.64,A,14.64,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0000968,FMR000478,PRD0085,2024-08-11,2025-08-08,381.83,A,9.43,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000969,FMR000479,PRD0078,2025-02-15,2025-05-04,1069.53,B,18.48,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000970,FMR000479,PRD0078,2025-02-18,2025-05-11,466.94,C,5.05,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000971,FMR000480,PRD0086,2023-07-28,2025-07-29,1848.38,B,12.24,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000972,FMR000481,PRD0090,2023-11-09,2025-11-01,1288.57,A,17.76,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000973,FMR000481,PRD0090,2023-09-18,2025-09-03,792.15,C,23.78,Open Air,2023-B,2025-12-06 15:51:42
HRV0000974,FMR000481,PRD0090,2023-02-04,2025-01-24,1994.55,C,15.38,Open Air,2024-A,2025-12-06 15:51:42
HRV0000975,FMR000482,PRD0078,2025-03-04,2025-05-19,686.31,B,5.33,Open Air,2024-A,2025-12-06 15:51:42
HRV0000976,FMR000483,PRD0082,2025-07-08,2025-10-09,915.34,A,25.54,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0000977,FMR000483,PRD0082,2025-05-10,2025-08-07,897.71,B,18.89,Silo,2023-A,2025-12-06 15:51:42
HRV0000978,FMR000484,PRD0092,2024-10-07,2025-01-11,46389.07,A,8.21,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000979,FMR000485,PRD0086,2023-07-01,2025-06-23,3929.62,B,6.37,Open Air,2023-A,2025-12-06 15:51:42
HRV0000980,FMR000485,PRD0086,2023-10-28,2025-10-22,4096.72,C,20.31,Warehouse,2023-B,2025-12-06 15:51:42
HRV0000981,FMR000485,PRD0086,2023-11-15,2025-11-17,1404.34,A,13.24,Open Air,2023-B,2025-12-06 15:51:42
HRV0000982,FMR000486,PRD0098,2025-03-10,2025-07-14,2178.73,C,12.45,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000983,FMR000486,PRD0098,2024-08-28,2025-01-04,2554.68,A,6.39,Silo,2024-A,2025-12-06 15:51:42
HRV0000984,FMR000487,PRD0064,2024-12-05,2025-03-23,478.27,A,14.12,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000985,FMR000488,PRD0078,2024-12-30,2025-03-22,3194.58,C,10.08,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000986,FMR000489,PRD0097,2024-12-08,2025-04-12,2116.65,A,15.61,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000987,FMR000490,PRD0078,2024-10-10,2024-12-25,2225.79,A,21.45,Open Air,2023-A,2025-12-06 15:51:42
HRV0000988,FMR000490,PRD0078,2025-03-19,2025-06-05,2048.61,A,8.11,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000989,FMR000490,PRD0078,2024-12-27,2025-03-19,924.43,A,6.83,Open Air,2024-A,2025-12-06 15:51:42
HRV0000990,FMR000491,PRD0070,2024-08-12,2025-08-14,18080.52,B,26.87,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000991,FMR000491,PRD0070,2024-05-18,2025-05-12,19771.21,B,5.3,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0000992,FMR000492,PRD0066,2025-02-16,2025-05-15,13997.03,B,18.55,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000993,FMR000492,PRD0066,2025-04-25,2025-07-26,15781.99,C,21.8,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0000994,FMR000492,PRD0066,2025-01-11,2025-04-22,12205.19,A,13.88,Warehouse,2023-A,2025-12-06 15:51:42
HRV0000995,FMR000493,PRD0070,2024-11-22,2025-11-17,12912.36,C,6.52,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0000996,FMR000493,PRD0070,2023-12-12,2024-12-21,3249.73,B,26.26,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0000997,FMR000494,PRD0068,2024-05-20,2025-05-26,2828.31,C,17.39,Warehouse,2024-A,2025-12-06 15:51:42
HRV0000998,FMR000494,PRD0068,2024-09-30,2025-10-08,2422.48,B,11.58,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0000999,FMR000494,PRD0068,2024-11-23,2025-11-21,1623.47,A,22.31,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001000,FMR000495,PRD0060,2025-08-18,2025-10-19,941.67,B,9.85,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001001,FMR000496,PRD0072,2023-08-26,2025-08-24,1998.85,C,26.46,Open Air,2023-A,2025-12-06 15:51:42
HRV0001002,FMR000497,PRD0066,2024-10-10,2025-01-05,4386.81,B,17.11,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0001003,FMR000497,PRD0066,2024-12-10,2025-03-09,5170.15,A,8.23,Silo,2023-B,2025-12-06 15:51:42
HRV0001004,FMR000498,PRD0074,2025-04-24,2025-08-19,1770.69,C,18.75,Open Air,2023-B,2025-12-06 15:51:42
HRV0001005,FMR000498,PRD0074,2025-02-02,2025-06-02,685.35,A,29.89,Open Air,2024-A,2025-12-06 15:51:42
HRV0001006,FMR000499,PRD0084,2025-05-03,2025-05-30,1320.59,A,10.38,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001007,FMR000499,PRD0084,2025-09-18,2025-10-31,1724.4,B,20.52,Warehouse,2023-A,2025-12-06 15:51:42
HRV0001008,FMR000500,PRD0099,2025-03-27,2025-07-23,1724.15,B,14.01,Open Air,2023-A,2025-12-06 15:51:42
HRV0001009,FMR000501,PRD0081,2025-07-27,2025-10-20,2768.23,B,20.07,Open Air,2023-B,2025-12-06 15:51:42
HRV0001010,FMR000501,PRD0081,2025-01-26,2025-04-13,3416.89,B,7.79,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001011,FMR000501,PRD0081,2025-05-01,2025-07-25,4970.83,B,6.15,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001012,FMR000502,PRD0080,2024-12-08,2025-03-11,622.3,A,8.95,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0001013,FMR000502,PRD0080,2025-07-31,2025-11-01,951.63,C,28.05,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001014,FMR000503,PRD0098,2024-10-21,2025-02-27,12429.95,A,15.27,Silo,2024-A,2025-12-06 15:51:42
HRV0001015,FMR000503,PRD0098,2024-12-21,2025-04-14,23931.62,A,19.19,Open Air,2024-A,2025-12-06 15:51:42
HRV0001016,FMR000503,PRD0098,2024-11-03,2025-03-14,16244.62,A,11.58,Silo,2024-A,2025-12-06 15:51:42
HRV0001017,FMR000504,PRD0089,2023-03-19,2025-03-11,6393.38,C,25.57,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0001018,FMR000505,PRD0083,2025-03-26,2025-06-11,1154.35,B,5.01,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001019,FMR000505,PRD0083,2024-10-31,2025-01-17,372.5,B,21.22,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0001020,FMR000506,PRD0070,2024-11-04,2025-11-09,20536.42,A,6.2,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0001021,FMR000506,PRD0070,2024-03-05,2025-03-15,18337.94,A,28.79,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0001022,FMR000506,PRD0070,2024-07-29,2025-08-03,20531.25,A,23.13,Open Air,2024-A,2025-12-06 15:51:42
HRV0001023,FMR000507,PRD0100,2025-06-09,2025-09-03,549.23,B,5.16,Warehouse,2023-B,2025-12-06 15:51:42
HRV0001024,FMR000508,PRD0062,2024-09-02,2025-07-23,2519.5,C,11.38,Warehouse,2024-A,2025-12-06 15:51:42
HRV0001025,FMR000509,PRD0100,2024-09-24,2024-12-27,2614.79,A,20.44,Open Air,2023-A,2025-12-06 15:51:42
