transaction_id,farmer_id,buyer_id,product_id,market_id,quantity_kg,quality_grade,unit_price,total_amount,transaction_date,payment_method,payment_status,blockchain_hash
TXN00002010,FMR000899,BYR00444,PRD0042,MKT0123,251.87,B,2014.49,507389.6,2025-10-09 15:51:22,Mobile Money,Paid,0c12a3b63c62bd1ba03f906f220c6ba2728554a28e262576957be958769048e0
TXN00002011,FMR000364,BYR00324,PRD0019,MKT0164,409.0,A,2260.22,924429.98,2024-12-07 15:51:22,Mobile Money,Paid,12ec8bb15db4f1ee4eae20c3e0e991c5d1205c26a956b2b4704d82febf351385
TXN00002012,FMR000146,BYR00150,PRD0020,MKT0007,515.23,B,2200.32,1133670.87,2025-09-26 15:51:22,Cash,Paid,ecd7e6154e49519ec2861d1ce2fa1513ccfccdb6ae51fba7810d4925b43c3210
TXN00002013,FMR001008,BYR00418,PRD0065,MKT0028,385.79,A,2154.93,831350.44,2025-11-17 15:51:22,Mobile Money,Paid,bbbb46f16b638317c2cac9e54d327a6ac74e144d9d9f064134bf0baf9c28cb36
TXN00002014,FMR001080,BYR00453,PRD0094,MKT0159,185.15,A,1567.69,290257.8,2025-06-03 15:51:22,Cash,Paid,a8b73073753bc640b0229c36e1c7ca0ad86d2ac394da293bdeed99b37c694f56
TXN00002015,FMR000617,BYR00147,PRD0095,MKT0054,880.56,B,1691.86,1489784.24,2025-09-24 15:51:22,Mobile Money,Paid,87427eba38bffec4f9e4b29980da00124e4478501d10ca481410937ea6fe6094
TXN00002016,FMR001705,BYR00154,PRD0048,MKT0031,841.27,A,1930.73,1624265.23,2025-10-06 15:51:22,Mobile Money,Paid,b01e5bf116e2f56f6d9e1b714c82c27e53767b3e3efcc3a0b27f900aed66b504
TXN00002017,FMR001318,BYR00360,PRD0087,MKT0093,46.67,C,2251.06,105056.97,2025-12-06 15:51:22,Mobile Money,Pending,
TXN00002018,FMR000112,BYR00271,PRD0048,MKT0160,734.88,A,1875.01,1377907.35,2025-11-01 15:51:22,Cash,Paid,6c0209f976176f9581f39a05871a3da0db5b480a3adea01010a968bc67b54e82
TXN00002019,FMR000039,BYR00343,PRD0010,MKT0036,960.67,C,2179.57,2093847.51,2025-09-01 15:51:22,Mobile Money,Paid,02658fa3394993aa0caa8d1b2978a08db4f35e2bba9ec33811a0463bd8bb76c1
TXN00002020,FMR000769,BYR00268,PRD0093,MKT0191,168.91,B,1472.1,248652.41,2025-11-20 15:51:22,Bank Transfer,Paid,fb89763dee8e0d5fcfa7a3924e2e8e171473fa6d59841d66c1cf577ea7c36a08
TXN00002021,FMR001936,BYR00187,PRD0002,MKT0199,810.92,B,1669.91,1354163.42,2025-10-11 15:51:22,Mobile Money,Paid,1365c5319cb4737a98e438bcc46eee43f7df1da83859bf3e9634a0516fe8ad01
TXN00002022,FMR000199,BYR00344,PRD0097,MKT0176,280.18,B,3832.39,1073759.03,2025-04-27 15:51:22,Bank Transfer,Paid,4c40954eadece926e2951f234bcca4e10473c024f15e3ce903899c3717742f18
TXN00002023,FMR000621,BYR00437,PRD0001,MKT0007,849.31,B,1269.73,1078394.39,2025-08-31 15:51:22,Mobile Money,Failed,
TXN00002024,FMR001328,BYR00221,PRD0065,MKT0108,552.24,C,1535.26,847831.98,2025-01-13 15:51:22,Mobile Money,Paid,7dd3f21be8ce455e5b0da428f92c907c1bee604fece85e75db468a7790c193b5
TXN00002025,FMR001241,BYR00417,PRD0058,MKT0006,326.27,C,2305.36,752169.81,2025-06-29 15:51:22,Cash,Paid,3e7dd9ad3f88f1207f2e2a9d0f6e2464342b0ce413135548f342b6b782afaa22
TXN00002026,FMR000016,BYR00050,PRD0085,MKT0111,145.55,B,1332.95,194010.87,2025-09-20 15:51:22,Cash,Paid,49c79b9203e41a5eb550e46d685aa93dc88460e03ecdca3fd264ace8f6f118cb
TXN00002027,FMR001705,BYR00385,PRD0093,MKT0173,386.97,A,1439.4,557004.62,2025-08-22 15:51:22,Mobile Money,Paid,8d3a02dc64fb34b9570919cbd34a84d490ca6f6cdf57f371a39dd15b9f077845
TXN00002028,FMR001234,BYR00286,PRD0004,MKT0056,842.81,A,4919.77,4146431.35,2025-11-23 15:51:22,Cash,Paid,3ab5a1763219baeb0b51d8770914162469a0f09243cdf2dc805dc7664704f8a0
TXN00002029,FMR001251,BYR00018,PRD0084,MKT0099,251.23,B,1791.05,449965.49,2025-08-01 15:51:22,Mobile Money,Paid,52ac8aa3f9579e78382f030d2f95aa2ca81c25a75c937618b1b193cdced388c8
TXN00002030,FMR000793,BYR00460,PRD0054,MKT0095,753.87,B,2976.75,2244082.52,2025-08-03 15:51:22,Cash,Paid,0be798af497f6542ed0a494ced6b35c71001ae3cbe989e40d41cc82c6ee06da4
TXN00002031,FMR001033,BYR00294,PRD0019,MKT0151,195.23,B,1563.51,305244.06,2025-10-08 15:51:22,Mobile Money,Paid,b2b954de9c4fdb7166a1161c242f4732689191b9c2302b89020baa23404f460e
TXN00002032,FMR000273,BYR00435,PRD0040,MKT0147,50.12,B,1249.05,62602.39,2025-10-10 15:51:22,Mobile Money,Paid,e9ea79955494183229a6b4d459e23da4accbb3adfa65193f3ef68e1c8c5a0d20
TXN00002033,FMR001388,BYR00456,PRD0097,MKT0160,584.36,A,4739.71,2769696.94,2025-10-16 15:51:22,Mobile Money,Paid,a3c65369fef79932353498dc4a1300bba4016b80bb8dd2435b7cfc8659f61239
TXN00002034,FMR000470,BYR00113,PRD0072,MKT0174,551.85,B,7321.48,4040358.74,2025-02-22 15:51:22,Mobile Money,Paid,fc56e13b649bd8bae6d6004d1e500e73c5699337d175cc34ccbf8d4c265c4cab
TXN00002035,FMR001970,BYR00271,PRD0075,MKT0128,768.38,A,2599.94,1997741.9,2025-10-28 15:51:22,Mobile Money,Failed,
TXN00002036,FMR001414,BYR00015,PRD0037,MKT0060,41.56,A,2421.12,100621.75,2025-11-20 15:51:22,Mobile Money,Pending,
TXN00002037,FMR000318,BYR00080,PRD0043,MKT0114,22.03,B,2105.04,46374.03,2025-09-02 15:51:22,Mobile Money,Paid,61ab582776eb23f2d37d1c1ccf070c792fcdaee3a3ccf3f92e424f9d114d4329
TXN00002038,FMR000956,BYR00468,PRD0043,MKT0189,183.36,C,1652.92,303079.41,2025-10-25 15:51:22,Mobile Money,Pending,
TXN00002039,FMR001698,BYR00471,PRD0034,MKT0117,56.85,B,2822.01,160431.27,2025-10-27 15:51:22,Mobile Money,Paid,59a8e5bb6cc9d1e85bd5529c547c2c9a46aa905d00017ee2c1d83030c1486dd8
TXN00002040,FMR001651,BYR00390,PRD0038,MKT0078,132.16,B,1959.19,258926.55,2024-12-06 15:51:22,Bank Transfer,Paid,03ef7dfa5488fccde1020cdd585f8f0dd69c2ac07758df006bead110d8619054
TXN00002041,FMR001778,BYR00419,PRD0008,MKT0081,793.65,B,3142.11,2493735.6,2025-06-27 15:51:22,Mobile Money,Paid,e627222df19366b1aee2e4502061138bedab1d4d7fdd392adaf6763b2ec390ac
TXN00002042,FMR000889,BYR00342,PRD0040,MKT0010,167.75,B,1139.17,191095.77,2025-09-22 15:51:22,Cash,Paid,b18a477975c740eb223100b8cf858a115eadd4b120b857c11f77a0e2c2b8c054
TXN00002043,FMR001050,BYR00394,PRD0080,MKT0160,81.77,B,2598.31,212463.81,2025-07-28 15:51:22,Mobile Money,Paid,2966a9744c685db569bbbe7ea7285deb3723281e4947425048a16d303cff118a
TXN00002044,FMR001264,BYR00371,PRD0062,MKT0078,624.89,C,645.34,403266.51,2025-11-29 15:51:22,Mobile Money,Paid,1bb89fdaca844dd399cd019fe7717fdb37e04fb3c44c0bbb4db4c35b0ac61168
TXN00002045,FMR000391,BYR00151,PRD0095,MKT0063,742.77,A,1816.99,1349605.66,2025-07-25 15:51:22,Cash,Paid,93de6f55cf8c2f9b9d2ffeb48c8e665671d18f148f8a5cfe8a34a31633648a10
TXN00002046,FMR001629,BYR00374,PRD0040,MKT0158,78.03,B,1114.48,86962.87,2025-11-21 15:51:22,Mobile Money,Paid,a42ddc57037f3db625fa599eb996de35e17068f2a0801dc10ae380a3ac92eda8
TXN00002047,FMR001020,BYR00049,PRD0030,MKT0024,578.57,B,2083.98,1205728.31,2025-08-04 15:51:22,Cash,Pending,
TXN00002048,FMR001135,BYR00070,PRD0089,MKT0050,280.93,B,2914.77,818846.34,2025-08-04 15:51:22,Cash,Paid,8d776dd332c3118def7cbb2740757d9b97baf327eb5cc8055b49db6dc9dcd1e1
TXN00002049,FMR001408,BYR00001,PRD0022,MKT0172,798.03,C,1064.26,849311.41,2024-12-06 15:51:22,Cash,Paid,b79c8ac3379b36c880fedaad19f18d5a264ff544e1cb27e1f5c8095d8f311099
TXN00002050,FMR000631,BYR00356,PRD0097,MKT0021,829.4,B,2964.29,2458582.13,2025-08-01 15:51:22,Cooperative Account,Paid,404ecc6d6181c5def8c250812da45a1f1616e1e5559e047974fd0d21c766b112
TXN00002051,FMR000378,BYR00394,PRD0014,MKT0177,374.75,B,2053.38,769504.16,2025-10-07 15:51:22,Mobile Money,Paid,f1fe0df95ad74f7bb3fa68c77bbbca1bbfc7148544a301684b1bf854eeb03352
TXN00002052,FMR000866,BYR00207,PRD0098,MKT0023,399.61,B,1825.96,729671.88,2025-10-29 15:51:22,Bank Transfer,Paid,9f1029e609c8a90ff7b772f011fea1d9f397274ffe94599d50702b3518d2b903
TXN00002053,FMR001457,BYR00172,PRD0056,MKT0150,944.44,C,2147.21,2027911.01,2025-08-17 15:51:22,Bank Transfer,Paid,637028d51db1eeef925a2e588e3e88d1bdc9e24fc2e023e8085d8d96b14e0a50
TXN00002054,FMR001482,BYR00193,PRD0065,MKT0042,501.59,B,1733.01,869260.49,2025-05-17 15:51:22,Mobile Money,Paid,34a419a6f548fb9042cbeec97759f0d70074094a0be49518dbc0abb9c3a37044
TXN00002055,FMR001792,BYR00048,PRD0001,MKT0019,673.27,B,1625.58,1094454.25,2025-11-17 15:51:22,Cash,Paid,37921e935cd2ee79b4ac402760aeb39862f6dcb6b13e82cd8b2c57a18b11e158
TXN00002056,FMR000256,BYR00423,PRD0052,MKT0120,746.38,B,1896.8,1415733.58,2025-12-03 15:51:22,Mobile Money,Paid,420f1576306a971ff54b079e44978b88498461b3a4e14dcd3f100fd9b00ef6ed
TXN00002057,FMR001205,BYR00302,PRD0018,MKT0022,373.75,B,1049.79,392359.01,2025-06-05 15:51:22,Cash,Paid,ce99139bf9da53a4c02a342459449a0af007ae378b7a1b62b3b4767ca19bed80
TXN00002058,FMR001803,BYR00083,PRD0058,MKT0040,269.8,A,3988.37,1076062.23,2025-03-28 15:51:22,Bank Transfer,Paid,5f3f60aa4c84040da8f7a3ff3d76c967a795c45afb97e6af81882c065de88b86
TXN00002059,FMR001526,BYR00363,PRD0054,MKT0072,711.2,B,2389.72,1699568.86,2025-11-26 15:51:22,Mobile Money,Paid,10461d49e42c2e3e71f668db7193ff9b6fe9a283b16686ebbc5d4d969aa493bf
TXN00002060,FMR000700,BYR00484,PRD0037,MKT0079,117.98,B,1882.32,222076.11,2025-07-08 15:51:22,Cooperative Account,Paid,2b101f601397b10d6013d9d74406c1376b9bfeb2ce5dd0263e16bbc0ceab69b9
TXN00002061,FMR001721,BYR00356,PRD0047,MKT0054,494.75,C,1405.76,695499.76,2025-08-15 15:51:22,Mobile Money,Paid,3a5e3f53c2c85455f85ae004b4b04cbdafd72a1065b2e4f1656510d947545aa7
TXN00002062,FMR000891,BYR00178,PRD0048,MKT0111,440.06,B,1366.97,601548.82,2025-08-24 15:51:22,Mobile Money,Paid,9d26f9bb7711f342b2e07ae93e38e7499d92c35fead768488d2e92d4970da045
TXN00002063,FMR001790,BYR00173,PRD0100,MKT0015,196.99,A,2850.29,561478.63,2025-05-17 15:51:22,Cash,Paid,0d638ea56f1f1d1d9cba9668f5b7dd7cee958e71729faaafbb9fea7ce43afeae
TXN00002064,FMR001135,BYR00140,PRD0099,MKT0074,651.9,B,2082.29,1357444.85,2025-10-16 15:51:22,Cash,Paid,2fa44a2d5684089259bf22582702cb163f761d8c967336e4b73c0e8ff402cb88
TXN00002065,FMR001121,BYR00188,PRD0032,MKT0186,173.27,B,1756.91,304419.8,2025-09-22 15:51:22,Mobile Money,Paid,8790055f89735d616c007135aa8adf8f10a61234c1564be9980c9c06b812622c
TXN00002066,FMR001897,BYR00286,PRD0010,MKT0146,347.59,B,2950.24,1025473.92,2025-09-21 15:51:22,Mobile Money,Paid,646634accdf3178b663eb279155fdc563fbfddf11ba5800dd673ebc30cd7c670
TXN00002067,FMR000178,BYR00038,PRD0029,MKT0074,441.64,B,2049.98,905353.17,2025-05-30 15:51:22,Mobile Money,Paid,d0a30631189da3701ede3c6c14dfbe78bdc20c624f7db9706cf58b8a699f1e7d
TXN00002068,FMR001353,BYR00264,PRD0095,MKT0138,774.98,B,1509.54,1169863.31,2025-12-02 15:51:22,Mobile Money,Paid,6698fda9cb0bb079447431da274cff9354438986c01d726415297a51132715d1
TXN00002069,FMR001835,BYR00321,PRD0083,MKT0108,252.16,B,2066.93,521197.07,2024-12-14 15:51:22,Bank Transfer,Paid,7b2013935607171eec2417f969eacd55c12c1e14bf00dcac19ab616d6029571a
TXN00002070,FMR000689,BYR00486,PRD0008,MKT0199,120.8,C,2014.61,243364.89,2025-11-25 15:51:22,Cooperative Account,Paid,0f23c9023d2092cbecdf8da868b5e84e1a13f7ced27f3188ae82349ead1fe108
TXN00002071,FMR001096,BYR00002,PRD0065,MKT0157,703.98,B,1725.19,1214499.26,2025-11-24 15:51:22,Mobile Money,Paid,42fbf651fc980f9eecac7a89c6c8fe67e99c6aecc91a94ab569effdac7c72907
TXN00002072,FMR001525,BYR00434,PRD0088,MKT0044,111.69,B,2243.9,250621.19,2025-11-28 15:51:22,Cash,Paid,ef282be5151c1be4617a90322d6e50520480ff89c161fb30611b38e2839fd66d
TXN00002073,FMR001784,BYR00294,PRD0066,MKT0018,657.9,A,2273.36,1495643.54,2025-07-17 15:51:22,Mobile Money,Paid,3b8ff4167d1c4aa03015ab62f261545f2e0158f6a866689d2cd10df47e3e9536
TXN00002074,FMR000795,BYR00406,PRD0046,MKT0093,192.94,C,1836.61,354355.53,2025-10-15 15:51:22,Mobile Money,Paid,70dc621bf683433dde4b74966ffaf51fe10bb4442a7e2450e156261e14e83c99
TXN00002075,FMR000776,BYR00408,PRD0001,MKT0086,77.1,C,1214.02,93600.94,2025-09-26 15:51:22,Bank Transfer,Paid,97fb75f223007f7506e9438a6d6cbd92777514925d62213cb3beacb3746601e6
TXN00002076,FMR001326,BYR00446,PRD0083,MKT0058,228.21,B,2164.62,493987.93,2025-09-22 15:51:22,Cash,Paid,cc02ddf4ec6617fb8d3bfe81723b26205d01fc247d9dc40d0659d5e48a1aa80c
TXN00002077,FMR000591,BYR00407,PRD0026,MKT0054,863.42,A,11842.49,10225042.72,2025-07-23 15:51:22,Mobile Money,Paid,011880c101e90b6ef5dce0a9ee484bb79e05cb46343d921aa526833eb9e4858c
TXN00002078,FMR000657,BYR00228,PRD0063,MKT0050,248.6,A,1295.4,322036.44,2025-11-19 15:51:22,Bank Transfer,Paid,d7fd522a43623b630e3c38798e1dfbbed1f52fe98c23ff6d3f559f9afe2a0d8b
TXN00002079,FMR000092,BYR00189,PRD0021,MKT0012,318.58,B,1317.88,419850.21,2025-08-22 15:51:22,Cash,Paid,bebf2aa6c8c6a87ed53e779741090a11b0dab2680d256699a58cd3f31ee3a192
TXN00002080,FMR001650,BYR00371,PRD0048,MKT0118,873.27,B,1478.43,1291068.57,2025-11-19 15:51:22,Mobile Money,Paid,69dfd15f4e1c5d116db479620608263811c2c67a04cbea74ee89ff4088dcd937
TXN00002081,FMR001189,BYR00424,PRD0073,MKT0075,797.69,A,1999.38,1594885.43,2025-12-06 15:51:22,Cash,Paid,d28cd03cc0e047dd0635d59ed613694544ad71094ab85d3512d2d94e497ebbad
TXN00002082,FMR000821,BYR00336,PRD0053,MKT0082,624.13,B,1751.94,1093438.31,2025-12-03 15:51:22,Cash,Paid,f2ffab7fbaa29f3c9101ebc8667b060d5fac5411f50931a7fef3a504c6a77517
TXN00002083,FMR001056,BYR00344,PRD0003,MKT0042,741.29,C,912.47,676404.89,2025-10-04 15:51:22,Cash,Pending,
TXN00002084,FMR000539,BYR00398,PRD0019,MKT0177,111.06,B,2061.66,228967.96,2025-11-26 15:51:22,Cash,Paid,bbbd8b42b7c32e09ce867310b2a02e39b5624bf4186bb612f34b3df0c79c3825
TXN00002085,FMR000112,BYR00213,PRD0016,MKT0020,522.4,C,696.85,364034.44,2025-10-07 15:51:22,Cash,Paid,b29bbd6222e157f4bfba68d1f6159f0c21be645819f18b4ac94e832a50d6ccfa
TXN00002086,FMR001773,BYR00178,PRD0066,MKT0166,783.6,B,1514.31,1186613.32,2025-08-18 15:51:22,Bank Transfer,Paid,9985a2ad214f42587efa135395fdd149fdb2192481eabeaf8f6a1c44ebc45e4e
TXN00002087,FMR000385,BYR00250,PRD0013,MKT0052,412.66,C,2041.23,842333.97,2025-11-03 15:51:22,Bank Transfer,Pending,
TXN00002088,FMR001412,BYR00161,PRD0028,MKT0148,200.69,B,2008.96,403178.18,2025-10-13 15:51:22,Mobile Money,Paid,bf09181eb76879a34a79b7a0b981158e04af6f5a7fbe267bd1b83d684fb009c5
TXN00002089,FMR000928,BYR00354,PRD0091,MKT0141,105.64,B,1747.11,184564.7,2025-12-01 15:51:22,Mobile Money,Paid,b05223a906944a0879e6b6194a033b08a6272eba30b5861729291041e1b66b62
TXN00002090,FMR000408,BYR00133,PRD0100,MKT0139,730.83,B,2977.8,2176265.57,2025-11-16 15:51:22,Mobile Money,Paid,9c7a87eaebee129893e1b3ead1c795c2d946074ccdba7d6a5bdf7ecd7845b3c7
TXN00002091,FMR000230,BYR00202,PRD0099,MKT0141,889.08,A,1989.32,1768664.63,2025-07-05 15:51:22,Mobile Money,Paid,730a64635d0233075d4ad6001d3509ce130d0afec42e59349e2d415d34576f1b
TXN00002092,FMR000086,BYR00225,PRD0070,MKT0184,207.94,B,878.5,182675.29,2025-11-28 15:51:22,Mobile Money,Paid,ca252b4b727170dadfdf32ebf2efff067e9bacb5b77fecf5606db0f55851bd71
TXN00002093,FMR000050,BYR00047,PRD0006,MKT0048,508.41,C,1201.63,610920.71,2025-07-10 15:51:22,Cash,Paid,c80914448ce5e5b60c2f309ca8b790b9a9c0f118a25f041541b955e382135b97
TXN00002094,FMR001258,BYR00180,PRD0086,MKT0025,96.11,C,814.58,78289.28,2025-07-18 15:51:22,Mobile Money,Failed,
TXN00002095,FMR000646,BYR00233,PRD0044,MKT0033,123.34,C,1636.9,201895.25,2025-08-26 15:51:22,Mobile Money,Paid,522c2fa03a08425603095915deb3887c3e1579fb0a291ebc8440803d4ef60c95
TXN00002096,FMR001534,BYR00211,PRD0087,MKT0151,37.59,B,3690.92,138741.68,2025-09-02 15:51:22,Bank Transfer,Paid,95a9b4d622277342aa831c81f63b39c6d62e1e6a9b9fdd50c296968bda0c5fc7
TXN00002097,FMR001180,BYR00455,PRD0092,MKT0141,452.32,A,2141.87,968810.64,2025-09-09 15:51:22,Mobile Money,Paid,f6c700960332530ad68fd88ea8b0d5f2cc0947d7bf880c8557d1d505ba0ce39b
TXN00002098,FMR000098,BYR00284,PRD0088,MKT0147,282.36,B,2330.31,657986.33,2025-11-20 15:51:22,Cash,Paid,d3945e30fa775eddbd7587d6da59ee6278b13d1aae4e929593bd5d93cd92d998
TXN00002099,FMR001453,BYR00024,PRD0047,MKT0129,987.55,B,1708.77,1687495.81,2025-09-11 15:51:22,Bank Transfer,Pending,
TXN00002100,FMR001035,BYR00348,PRD0039,MKT0194,180.21,C,1108.03,199678.09,2025-11-05 15:51:22,Mobile Money,Paid,63334cd816cb2ff71a498ef336d9833643d5cfea9082424774d6322fd33f4f0c
TXN00002101,FMR001579,BYR00110,PRD0022,MKT0090,611.65,B,1400.34,856517.96,2025-11-17 15:51:22,Mobile Money,Paid,0576a4f99044539692f737a824f8527c1e7735c4516febf901863dcf55b94aeb
TXN00002102,FMR001815,BYR00291,PRD0084,MKT0114,106.86,B,2055.47,219647.52,2025-12-06 15:51:22,Cash,Paid,0ed645e7b0a84ec30fee609393cbf79029e68f3bfc4b8e2415678cd39541e9a8
TXN00002103,FMR000909,BYR00235,PRD0049,MKT0073,439.64,A,2121.25,932586.35,2025-09-20 15:51:22,Mobile Money,Paid,4201248cbc553f511e977384c15feacd64a93d679368d8b52fd09a9db78b8100
TXN00002104,FMR001457,BYR00364,PRD0088,MKT0083,23.5,B,2268.21,53302.93,2025-11-17 15:51:22,Mobile Money,Paid,28a1335aa1bf742fc55296e1a6b8bbcf30da221b12ccf23f48baeb098d95fa59
TXN00002105,FMR001791,BYR00226,PRD0001,MKT0187,193.88,C,996.79,193257.65,2025-08-20 15:51:22,Bank Transfer,Paid,6034c244645143d018e48760055295e027dd95fa3392242f2e51516ec6ae46d4
TXN00002106,FMR000102,BYR00371,PRD0024,MKT0183,51.5,C,632.23,32559.85,2025-03-30 15:51:22,Mobile Money,Paid,15510d017e818be56996914576fe5776dd2983b1a90d5ceb83ce3a927bccb6af
TXN00002107,FMR001594,BYR00233,PRD0023,MKT0074,219.29,A,1131.07,248032.34,2025-11-17 15:51:22,Cash,Paid,a8c4bfd7d001b62732a606b25814da533ad6efd9416d2910ce052e5f25ee9f59
TXN00002108,FMR001711,BYR00071,PRD0083,MKT0136,195.87,B,2099.91,411309.37,2025-10-13 15:51:22,Mobile Money,Failed,
TXN00002109,FMR001559,BYR00056,PRD0007,MKT0074,487.69,A,2117.9,1032878.65,2025-11-24 15:51:22,Cash,Paid,013d2ed438d404079e4d6d38e636ef5e318dd20d93b52cb6a74085844c859a1d
TXN00002110,FMR000620,BYR00004,PRD0074,MKT0106,292.79,C,1265.96,370660.43,2025-11-18 15:51:22,Mobile Money,Paid,26db6df690b0b1656189b7f4dc803980367eb761378f62b452419c978a4c9d13
TXN00002111,FMR000001,BYR00385,PRD0094,MKT0091,227.92,A,1732.49,394869.12,2025-10-24 15:51:22,Mobile Money,Paid,7aadfbb9439f48e6372a92cb0b0daa5e3546225008214b46ca0a66054045e108
TXN00002112,FMR000785,BYR00381,PRD0069,MKT0033,271.84,A,1075.78,292440.04,2025-06-11 15:51:22,Cash,Paid,32ffe764d75bd87c2b137d3af6dd70380a6915bfd26ff38d53c0738a1c1a47c5
TXN00002113,FMR001478,BYR00139,PRD0069,MKT0014,31.35,A,1392.18,43644.84,2025-09-25 15:51:22,Cash,Paid,ce27265a2f0bd441446587785f0d783cfefd6a54a6e57df3d8562b1cd64e8ad7
TXN00002114,FMR001515,BYR00384,PRD0053,MKT0139,56.12,B,2263.84,127046.7,2025-06-09 15:51:22,Cash,Paid,643414092658106a3f3ba97865daaf576f297c3a4d6f453629c8f1f332d02f89
TXN00002115,FMR000985,BYR00004,PRD0100,MKT0141,870.14,C,2565.76,2232570.41,2025-08-12 15:51:22,Mobile Money,Paid,afa9fd060499b39bd15308b4cd0b51907c5a48fbb87579f6beb0e31cebfb8058
TXN00002116,FMR000264,BYR00135,PRD0005,MKT0080,805.39,C,2403.59,1935827.35,2025-05-23 15:51:22,Bank Transfer,Paid,1b9aa203f3c22e8cc211b4d520b8ba37d334dfb3c7e6d9ae5ca303289baaa1d4
TXN00002117,FMR001382,BYR00052,PRD0066,MKT0044,316.57,A,2420.4,766226.03,2025-10-20 15:51:22,Mobile Money,Paid,3f6f0b0a0e2df2e670fa9c075476df16e74c8aaa89023cae7b6b4af1c60f13e1
TXN00002118,FMR000864,BYR00257,PRD0030,MKT0074,591.7,B,2331.83,1379743.81,2025-08-12 15:51:22,Bank Transfer,Paid,28f715988b9e4ef6df41cb4b5fca6113f0c4c74b0fd9e67eacedd4d920fc9ae3
TXN00002119,FMR000079,BYR00318,PRD0067,MKT0102,528.73,B,1428.16,755111.04,2025-11-26 15:51:22,Mobile Money,Paid,70ab1b028e1d24864cdff728aca2c5446af29f337855af006a2f3006e94ec606
TXN00002120,FMR001474,BYR00277,PRD0035,MKT0028,69.35,B,1593.57,110514.08,2025-10-31 15:51:22,Bank Transfer,Paid,dd0e2ffe43fb52f215de0d42ac46218cd7066d00399b26724652d861b58b9f89
TXN00002121,FMR001564,BYR00415,PRD0058,MKT0041,667.24,B,3355.38,2238843.75,2025-06-19 15:51:22,Cooperative Account,Paid,3af7a9c6aad21cd8125c41c28cea94ae83cdedb68e9c598e4dba40c76c6f03cd
TXN00002122,FMR000986,BYR00012,PRD0075,MKT0142,319.3,A,2942.42,939514.71,2025-11-20 15:51:22,Mobile Money,Paid,04d1018f5d16b26d7ca47120d85043292b059629aee7bbb7288fd978c1a95a30
TXN00002123,FMR000339,BYR00007,PRD0018,MKT0117,335.48,B,1079.38,362110.4,2025-09-13 15:51:22,Bank Transfer,Paid,a72c7c2eb9afe9fb05e7cb1c6595a43deb28534190772df78b4aa3ced8e0bae6
TXN00002124,FMR000855,BYR00115,PRD0071,MKT0073,994.25,B,6318.93,6282596.15,2025-07-20 15:51:22,Bank Transfer,Paid,5556b986c85459f9423f803472a3bd45bd1e6c78503130078e3e3cb322d51424
TXN00002125,FMR001842,BYR00168,PRD0038,MKT0039,181.46,B,2049.4,371884.12,2025-10-26 15:51:22,Mobile Money,Paid,af65dd949bd836237f33d123f1f92493458ed323584e6054ed3fe0d1e8c34543
TXN00002126,FMR000990,BYR00072,PRD0057,MKT0098,662.97,C,2907.65,1927684.72,2024-12-06 15:51:22,Cash,Paid,1b46027c912363431e4bed079820afbfa6625e42f41c391f7de1e8c6e68b1529
TXN00002127,FMR001215,BYR00445,PRD0008,MKT0088,520.61,C,2428.33,1264212.88,2025-11-25 15:51:22,Mobile Money,Paid,6645adedef0d0ab65c0f8ba8bb34fcb8e1c6cb8de0d2e9beddcc8cb9ab3a03a7
TXN00002128,FMR001718,BYR00249,PRD0051,MKT0040,329.58,C,2497.93,823267.77,2025-04-18 15:51:22,Cash,Paid,c4473fffc84236bb30b35b77c4073fcdba3f3591b894576ada9aa0ee16b323a4
TXN00002129,FMR001137,BYR00169,PRD0012,MKT0199,429.16,A,5264.48,2259304.24,2025-11-17 15:51:22,Cash,Paid,5554d5d5fcb31b8578b965c9051ce27ab758fd24b954f3914cb1cb194f838a10
TXN00002130,FMR001981,BYR00199,PRD0099,MKT0190,681.09,B,2020.47,1376121.91,2025-09-03 15:51:22,Cooperative Account,Paid,b46956fa1e13f08a14018dbb61ead04e97499ba1d88e3ad3f7d15820138a186e
TXN00002131,FMR001732,BYR00339,PRD0022,MKT0116,345.46,C,1017.7,351574.64,2025-10-01 15:51:22,Cash,Paid,ef52c4c14354505d1393a7b0501c4f72c440518f4eecd3ca6ec48a808bbf2795
TXN00002132,FMR000981,BYR00039,PRD0025,MKT0031,86.9,B,9260.87,804769.6,2025-03-06 15:51:22,Mobile Money,Paid,382115180d46ea32f367d5828a80ca5160e76e21202af7e056039726ff5da74e
TXN00002133,FMR000136,BYR00466,PRD0033,MKT0013,49.04,B,1760.59,86339.33,2025-09-01 15:51:22,Mobile Money,Paid,6c53237fde86a7987f1cfd411424d13d2d3064de6b340617708b6ee1c01dad0e
TXN00002134,FMR001601,BYR00277,PRD0094,MKT0017,600.2,B,1741.51,1045254.3,2025-06-21 15:51:22,Mobile Money,Failed,
TXN00002135,FMR001512,BYR00264,PRD0038,MKT0074,129.12,B,2319.45,299487.38,2025-10-03 15:51:22,Mobile Money,Paid,3b8c92dbdff919b05b9795d261acc3a31487a0e404c754b78bb5c22b7d22dffb
TXN00002136,FMR000079,BYR00030,PRD0006,MKT0145,297.24,A,2742.59,815207.45,2025-11-30 15:51:22,Mobile Money,Paid,91822a6ee2d1af1e4e0bb23562a45e52d1c073735bd96f5ba86006beed4bf4aa
