weather_id,district,weather_date,temperature_min,temperature_max,temperature_avg,rainfall_mm,humidity_pct,wind_speed_kmh,weather_condition,source,loaded_at
WTH00000756,Mukono,2024-12-31,18.34,31.96,24.12,0.86,86.41,13.36,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000757,Mukono,2025-01-01,16.39,28.12,22.64,0.0,69.44,2.86,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000758,Mukono,2025-01-02,11.98,26.82,19.85,0.0,51.56,2.57,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000759,Mukono,2025-01-03,14.01,27.46,21.45,0.0,88.31,5.66,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000760,Mukono,2025-01-04,18.65,29.43,24.13,0.0,89.16,3.55,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000761,Mukono,2025-01-05,18.76,30.22,23.94,0.0,54.53,5.96,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000762,Mukono,2025-01-06,15.37,27.87,22.66,0.0,75.06,13.41,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000763,Mukono,2025-01-07,14.89,26.2,19.93,0.0,61.67,15.21,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000764,Mukono,2025-01-08,13.61,25.57,19.98,0.0,61.69,2.26,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000765,Mukono,2025-01-09,14.54,26.53,20.79,0.0,67.12,19.3,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000766,Mukono,2025-01-10,13.98,27.76,20.28,0.0,59.21,19.24,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000767,Mukono,2025-01-11,16.65,30.23,24.25,0.0,81.89,14.73,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000768,Mukono,2025-01-12,16.15,27.8,22.18,0.0,89.79,5.37,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000769,Mukono,2025-01-13,13.55,26.36,21.21,0.0,79.96,6.35,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000770,Mukono,2025-01-14,16.56,29.58,24.47,0.0,86.33,16.2,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000771,Mukono,2025-01-15,16.96,29.9,23.31,11.13,79.57,11.68,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000772,Mukono,2025-01-16,13.81,26.16,19.72,0.0,81.5,6.52,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000773,Mukono,2025-01-17,13.77,27.27,20.05,11.5,75.33,5.88,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000774,Mukono,2025-01-18,16.15,27.53,21.47,0.0,64.05,17.89,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000775,Mukono,2025-01-19,16.82,29.27,23.95,0.0,58.63,1.62,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000776,Mukono,2025-01-20,14.51,28.04,21.21,0.0,53.91,6.26,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000777,Mukono,2025-01-21,13.58,26.72,21.48,0.0,60.74,15.88,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000778,Mukono,2025-01-22,13.67,25.35,20.04,0.0,65.4,18.18,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000779,Mukono,2025-01-23,13.55,27.51,20.82,0.0,87.92,14.87,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000780,Mukono,2025-01-24,14.2,28.57,22.17,14.75,68.64,1.18,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000781,Mukono,2025-01-25,15.93,27.21,21.23,0.0,73.22,16.3,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000782,Mukono,2025-01-26,16.25,30.31,23.15,0.0,62.78,17.71,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000783,Mukono,2025-01-27,15.84,27.17,22.0,0.0,68.69,13.3,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000784,Mukono,2025-01-28,14.17,27.01,20.91,12.13,84.86,17.05,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000785,Mukono,2025-01-29,16.42,27.66,22.49,0.0,72.12,10.14,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000786,Mukono,2025-01-30,17.06,30.27,23.55,0.0,68.23,10.75,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000787,Mukono,2025-01-31,13.47,25.86,20.39,1.21,83.44,13.13,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000788,Mukono,2025-02-01,17.13,29.16,22.58,0.0,61.35,10.88,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000789,Mukono,2025-02-02,18.76,29.68,24.25,10.6,62.92,4.04,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000790,Mukono,2025-02-03,18.17,32.12,24.57,0.0,64.44,17.07,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000791,Mukono,2025-02-04,16.53,31.16,23.21,13.16,61.49,1.38,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000792,Mukono,2025-02-05,12.82,27.52,20.21,0.0,68.95,13.65,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000793,Mukono,2025-02-06,14.71,27.31,19.81,0.0,70.62,9.1,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000794,Mukono,2025-02-07,14.48,26.49,20.47,0.0,67.79,2.82,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000795,Mukono,2025-02-08,17.62,31.19,24.48,5.13,72.03,14.72,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000796,Mukono,2025-02-09,14.35,26.69,20.14,0.0,52.07,3.14,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000797,Mukono,2025-02-10,16.13,29.26,22.52,0.0,66.57,17.53,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000798,Mukono,2025-02-11,15.05,26.26,20.72,0.0,76.81,1.71,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000799,Mukono,2025-02-12,14.88,26.5,20.23,2.57,58.42,4.66,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000800,Mukono,2025-02-13,14.26,28.59,21.93,0.0,79.11,0.72,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000801,Mukono,2025-02-14,16.52,29.29,22.6,0.0,64.93,2.62,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000802,Mukono,2025-02-15,17.44,28.53,23.04,0.0,65.39,2.43,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000803,Mukono,2025-02-16,18.01,30.69,23.35,0.0,84.43,18.78,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000804,Mukono,2025-02-17,18.34,31.35,23.59,0.0,73.17,7.02,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000805,Mukono,2025-02-18,14.6,27.65,20.18,0.0,79.06,12.37,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000806,Mukono,2025-02-19,14.53,26.15,20.97,0.0,83.76,6.63,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000807,Mukono,2025-02-20,12.91,26.3,20.69,0.0,74.23,14.22,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000808,Mukono,2025-02-21,15.05,27.73,20.3,0.0,74.23,15.6,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000809,Mukono,2025-02-22,15.01,28.97,20.98,0.0,60.52,1.38,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000810,Mukono,2025-02-23,15.8,28.31,22.2,1.1,54.53,16.44,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000811,Mukono,2025-02-24,15.47,28.4,22.23,0.0,84.83,18.81,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000812,Mukono,2025-02-25,16.16,28.9,22.46,0.0,59.45,19.72,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000813,Mukono,2025-02-26,13.78,27.8,21.47,15.21,72.53,4.18,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000814,Mukono,2025-02-27,16.91,26.94,21.93,0.0,76.92,16.57,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000815,Mukono,2025-02-28,12.33,27.52,19.68,0.0,60.01,7.01,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000816,Mukono,2025-03-01,13.4,27.87,20.93,20.2,54.97,20.0,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000817,Mukono,2025-03-02,16.76,30.16,23.39,0.0,84.0,0.57,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000818,Mukono,2025-03-03,17.73,28.75,23.32,0.0,68.62,6.32,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000819,Mukono,2025-03-04,14.32,28.04,22.3,10.98,59.02,14.66,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000820,Mukono,2025-03-05,14.73,25.81,20.72,3.17,56.59,14.62,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000821,Mukono,2025-03-06,14.72,28.03,21.8,0.0,60.22,1.31,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000822,Mukono,2025-03-07,16.04,30.06,23.07,9.66,72.06,14.09,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000823,Mukono,2025-03-08,17.03,27.36,22.13,0.0,70.84,16.71,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000824,Mukono,2025-03-09,16.31,28.14,21.61,0.0,64.84,5.39,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000825,Mukono,2025-03-10,17.98,30.45,24.12,0.0,89.23,10.36,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000826,Mukono,2025-03-11,14.2,27.35,21.34,2.43,60.45,12.89,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000827,Mukono,2025-03-12,16.1,31.36,23.75,13.17,59.7,1.3,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000828,Mukono,2025-03-13,16.34,28.32,23.05,8.44,66.17,5.44,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000829,Mukono,2025-03-14,17.33,29.32,23.31,0.0,82.9,13.41,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000830,Mukono,2025-03-15,17.88,30.19,23.01,0.0,86.78,3.11,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000831,Mukono,2025-03-16,14.92,28.76,21.75,0.0,66.54,4.19,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000832,Mukono,2025-03-17,16.13,29.8,24.1,0.0,71.68,3.49,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000833,Mukono,2025-03-18,15.15,27.68,20.98,18.37,52.25,14.69,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000834,Mukono,2025-03-19,15.45,29.35,21.92,0.0,74.37,11.04,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000835,Mukono,2025-03-20,18.13,29.75,24.08,0.0,71.14,9.63,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000836,Mukono,2025-03-21,14.54,26.05,21.0,21.87,56.22,5.94,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000837,Mukono,2025-03-22,17.92,30.88,24.48,0.0,81.68,11.13,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000838,Mukono,2025-03-23,15.56,28.84,21.24,18.42,78.17,15.58,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000839,Mukono,2025-03-24,13.84,28.18,21.77,0.0,75.65,17.8,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000840,Mukono,2025-03-25,16.69,29.88,23.2,16.06,75.0,16.68,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000841,Mukono,2025-03-26,15.72,31.42,23.57,27.06,73.93,6.05,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000842,Mukono,2025-03-27,17.18,28.85,23.38,0.0,74.8,18.21,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000843,Mukono,2025-03-28,14.65,24.87,19.72,0.0,60.66,16.18,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000844,Mukono,2025-03-29,15.24,28.58,23.11,0.0,51.8,9.36,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000845,Mukono,2025-03-30,17.18,28.33,22.36,0.0,53.94,8.0,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000846,Mukono,2025-03-31,15.03,28.03,22.52,0.0,74.92,19.85,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000847,Mukono,2025-04-01,18.35,30.06,23.9,0.0,74.82,18.37,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000848,Mukono,2025-04-02,17.14,28.7,23.33,13.93,57.82,0.86,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000849,Mukono,2025-04-03,17.44,30.53,23.51,33.8,87.63,18.0,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00000850,Mukono,2025-04-04,17.71,30.71,23.48,34.61,85.04,4.85,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00000851,Mukono,2025-04-05,18.02,30.73,23.97,28.24,71.91,7.42,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000852,Mukono,2025-04-06,14.71,27.65,21.43,0.0,78.43,12.59,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000853,Mukono,2025-04-07,17.52,28.34,22.73,11.61,53.33,5.24,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000854,Mukono,2025-04-08,12.79,25.64,20.32,0.0,51.05,18.45,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000855,Mukono,2025-04-09,17.2,29.27,23.0,0.0,54.75,5.68,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000856,Mukono,2025-04-10,13.48,28.36,20.61,0.0,52.85,4.0,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000857,Mukono,2025-04-11,13.21,26.06,20.06,0.0,75.19,5.65,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000858,Mukono,2025-04-12,16.15,31.83,23.88,0.0,83.2,10.6,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000859,Mukono,2025-04-13,16.68,31.66,24.15,2.68,72.6,6.35,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000860,Mukono,2025-04-14,15.19,29.1,21.54,12.69,51.49,11.61,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000861,Mukono,2025-04-15,14.96,27.03,20.91,23.71,52.11,17.93,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000862,Mukono,2025-04-16,14.81,28.08,21.72,0.0,75.04,5.81,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000863,Mukono,2025-04-17,15.95,27.49,20.97,0.0,67.42,13.22,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000864,Mukono,2025-04-18,15.69,31.3,23.62,0.0,64.6,13.23,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000865,Mukono,2025-04-19,13.55,25.31,20.14,30.62,77.79,16.35,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00000866,Mukono,2025-04-20,14.22,27.05,20.57,0.0,86.68,1.14,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000867,Mukono,2025-04-21,14.84,24.95,19.93,0.0,70.17,8.5,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000868,Mukono,2025-04-22,13.78,27.69,20.72,0.0,85.55,11.32,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000869,Mukono,2025-04-23,16.23,29.25,23.8,0.0,82.52,9.6,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000870,Mukono,2025-04-24,15.47,31.39,23.46,27.72,50.37,9.79,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000871,Mukono,2025-04-25,14.36,28.27,21.5,14.82,75.95,8.48,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000872,Mukono,2025-04-26,17.49,29.61,23.97,0.0,56.15,19.25,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000873,Mukono,2025-04-27,14.44,28.45,20.81,36.91,83.11,17.24,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00000874,Mukono,2025-04-28,14.43,28.54,22.07,11.14,59.53,7.67,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000875,Mukono,2025-04-29,16.6,31.02,23.85,27.57,72.14,15.2,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000876,Mukono,2025-04-30,17.61,30.32,23.04,40.1,80.42,16.6,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00000877,Mukono,2025-05-01,13.61,27.1,21.29,0.0,64.76,17.63,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000878,Mukono,2025-05-02,17.05,27.71,22.14,37.91,66.15,11.91,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00000879,Mukono,2025-05-03,14.58,26.98,20.68,16.72,75.81,9.8,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000880,Mukono,2025-05-04,11.91,26.59,19.89,7.41,75.17,3.23,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000881,Mukono,2025-05-05,17.62,31.15,24.36,0.0,59.49,9.58,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000882,Mukono,2025-05-06,13.44,26.34,21.0,0.0,75.92,15.82,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000883,Mukono,2025-05-07,14.49,26.42,20.05,24.09,77.68,12.84,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000884,Mukono,2025-05-08,14.97,26.28,20.45,17.42,75.02,4.01,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000885,Mukono,2025-05-09,17.97,30.31,23.05,0.0,59.4,0.65,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000886,Mukono,2025-05-10,15.67,28.98,23.12,75.55,58.83,6.77,Stormy,AgriMet Service,2025-12-06 15:51:42
WTH00000887,Mukono,2025-05-11,16.5,30.56,23.73,0.0,56.48,5.49,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000888,Mukono,2025-05-12,14.04,26.05,20.29,0.0,70.35,1.1,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000889,Mukono,2025-05-13,17.09,29.38,23.61,0.0,89.79,11.13,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000890,Mukono,2025-05-14,14.65,27.74,22.36,0.0,83.63,4.81,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000891,Mukono,2025-05-15,14.14,25.5,19.77,0.0,75.08,16.9,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000892,Mukono,2025-05-16,18.31,30.27,23.5,0.0,83.29,15.43,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000893,Mukono,2025-05-17,15.4,29.92,22.37,0.0,88.11,17.01,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000894,Mukono,2025-05-18,14.79,28.41,22.66,25.49,53.37,2.61,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000895,Mukono,2025-05-19,15.01,26.52,20.04,0.0,76.06,5.09,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000896,Mukono,2025-05-20,15.77,27.71,22.28,0.0,78.78,14.2,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000897,Mukono,2025-05-21,13.89,28.84,21.62,0.0,77.05,17.92,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000898,Mukono,2025-05-22,14.3,26.34,19.87,19.34,88.27,18.61,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000899,Mukono,2025-05-23,18.04,30.59,23.39,7.48,76.9,4.77,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000900,Mukono,2025-05-24,12.38,26.71,20.03,7.61,86.97,18.89,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000901,Mukono,2025-05-25,17.54,28.3,22.88,0.0,58.38,0.18,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000902,Mukono,2025-05-26,12.0,25.45,19.95,0.0,76.4,10.33,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000903,Mukono,2025-05-27,15.16,26.57,21.49,19.14,51.37,14.13,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000904,Mukono,2025-05-28,13.24,28.23,21.16,0.0,67.5,13.44,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000905,Mukono,2025-05-29,13.34,24.94,19.84,29.78,66.03,11.82,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000906,Mukono,2025-05-30,16.04,28.38,22.39,22.86,70.13,9.16,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000907,Mukono,2025-05-31,13.65,27.62,19.68,0.0,71.97,12.83,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000908,Mukono,2025-06-01,14.12,28.12,21.37,0.0,87.48,2.44,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000909,Mukono,2025-06-02,16.69,29.26,23.71,0.0,71.52,9.62,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000910,Mukono,2025-06-03,14.74,25.93,20.41,13.14,77.8,18.01,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000911,Mukono,2025-06-04,18.22,31.72,23.86,0.0,58.5,7.02,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000912,Mukono,2025-06-05,17.35,31.19,23.88,0.0,80.18,12.77,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000913,Mukono,2025-06-06,15.07,27.58,21.33,0.0,79.06,12.23,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000914,Mukono,2025-06-07,13.03,28.36,20.55,0.0,77.71,8.54,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000915,Mukono,2025-06-08,13.63,26.39,20.54,0.0,82.25,1.88,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000916,Mukono,2025-06-09,18.47,31.7,24.44,0.0,85.91,4.32,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000917,Mukono,2025-06-10,18.85,31.5,23.86,0.0,80.81,19.35,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000918,Mukono,2025-06-11,16.28,30.27,23.75,0.0,54.43,5.12,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000919,Mukono,2025-06-12,14.95,28.37,21.84,0.0,76.58,10.79,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000920,Mukono,2025-06-13,16.34,29.2,23.01,0.0,67.8,11.65,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000921,Mukono,2025-06-14,15.76,28.99,22.92,0.0,61.84,3.62,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000922,Mukono,2025-06-15,18.16,29.86,23.71,25.02,67.57,18.74,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000923,Mukono,2025-06-16,18.41,29.47,24.13,0.0,89.19,6.85,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000924,Mukono,2025-06-17,15.56,30.84,23.17,0.0,72.73,17.4,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000925,Mukono,2025-06-18,16.93,29.7,22.88,0.0,56.97,6.44,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000926,Mukono,2025-06-19,18.05,30.32,23.6,0.0,61.82,15.11,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000927,Mukono,2025-06-20,14.26,27.83,21.75,22.52,59.92,14.34,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000928,Mukono,2025-06-21,16.92,28.34,22.87,0.0,53.72,8.26,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000929,Mukono,2025-06-22,16.8,29.09,22.27,0.0,71.88,7.35,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000930,Mukono,2025-06-23,16.59,32.16,24.45,0.0,55.92,5.27,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000931,Mukono,2025-06-24,17.11,28.48,22.48,0.0,60.59,12.71,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000932,Mukono,2025-06-25,19.34,30.46,24.35,0.0,82.76,17.8,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000933,Mukono,2025-06-26,15.72,28.95,22.17,0.0,73.13,7.54,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000934,Mukono,2025-06-27,15.32,28.45,23.04,0.0,68.05,11.41,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000935,Mukono,2025-06-28,14.08,25.52,20.0,15.89,53.05,15.12,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000936,Mukono,2025-06-29,12.03,26.54,20.02,0.0,59.95,15.83,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000937,Mukono,2025-06-30,15.63,26.89,21.01,0.0,60.5,8.52,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000938,Mukono,2025-07-01,14.69,25.6,20.19,0.0,66.79,11.93,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000939,Mukono,2025-07-02,14.72,27.65,21.88,2.67,54.57,15.95,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000940,Mukono,2025-07-03,13.19,28.38,21.11,0.0,89.05,14.25,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000941,Mukono,2025-07-04,14.74,27.56,20.03,0.0,85.42,11.38,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000942,Mukono,2025-07-05,12.76,26.46,20.3,0.0,60.5,4.38,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000943,Mukono,2025-07-06,14.75,27.27,20.2,0.0,85.07,0.88,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000944,Mukono,2025-07-07,12.12,25.36,19.6,0.0,87.39,8.06,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000945,Mukono,2025-07-08,16.17,28.28,22.48,0.0,77.44,2.09,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000946,Mukono,2025-07-09,14.9,27.95,22.2,0.0,74.38,8.09,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000947,Mukono,2025-07-10,14.6,29.24,21.67,0.0,78.53,7.17,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000948,Mukono,2025-07-11,18.93,32.03,24.47,18.61,54.41,12.24,Rainy,AgriMet Service,2025-12-06 15:51:42
WTH00000949,Mukono,2025-07-12,13.1,28.58,20.81,0.0,65.61,16.98,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000950,Mukono,2025-07-13,17.18,30.0,24.31,0.0,63.52,12.99,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000951,Mukono,2025-07-14,17.39,29.25,23.71,0.0,75.11,3.48,Sunny,AgriMet Service,2025-12-06 15:51:42
WTH00000952,Mukono,2025-07-15,14.3,28.59,21.06,0.0,78.84,10.86,Cloudy,AgriMet Service,2025-12-06 15:51:42
WTH00000953,Mukono,2025-07-16,15.08,29.7,22.84,0.0,71.63,18.87,Partly Cloudy,AgriMet Service,2025-12-06 15:51:42
