price_id,product_id,market_id,price_date,wholesale_price,retail_price,price_trend,source
PRC00003922,PRD0005,MKT0161,2025-09-04,4462.33,5746.22,Stable,Market Survey
PRC00003923,PRD0005,MKT0161,2025-09-05,4574.25,5533.95,Up,Market Survey
PRC00003924,PRD0005,MKT0161,2025-09-06,4528.24,6740.84,Stable,Uganda Commodity Exchange
PRC00003925,PRD0005,MKT0161,2025-09-07,4621.09,5993.13,Up,Uganda Commodity Exchange
PRC00003926,PRD0005,MKT0161,2025-09-08,4500.61,6283.74,Down,Ministry of Agriculture
PRC00003927,PRD0005,MKT0161,2025-09-09,4553.61,6666.91,Stable,Uganda Commodity Exchange
PRC00003928,PRD0005,MKT0161,2025-09-10,4389.4,5908.72,Down,Uganda Commodity Exchange
PRC00003929,PRD0005,MKT0161,2025-09-11,4228.18,6225.34,Down,Market Survey
PRC00003930,PRD0005,MKT0161,2025-09-12,4260.51,5956.94,Stable,Cooperative Report
PRC00003931,PRD0005,MKT0161,2025-09-13,4152.83,5802.46,Down,Market Survey
PRC00003932,PRD0005,MKT0161,2025-09-14,4100.19,5808.34,Stable,Uganda Commodity Exchange
PRC00003933,PRD0005,MKT0161,2025-09-15,4079.71,5802.42,Stable,Ministry of Agriculture
PRC00003934,PRD0005,MKT0161,2025-09-16,4188.4,5402.0,Up,Market Survey
PRC00003935,PRD0005,MKT0161,2025-09-17,4370.77,6368.83,Up,Uganda Commodity Exchange
PRC00003936,PRD0005,MKT0161,2025-09-18,4419.45,6499.72,Stable,Uganda Commodity Exchange
PRC00003937,PRD0005,MKT0161,2025-09-19,4590.1,6353.53,Up,Uganda Commodity Exchange
PRC00003938,PRD0005,MKT0161,2025-09-20,4506.4,5639.23,Stable,Ministry of Agriculture
PRC00003939,PRD0005,MKT0161,2025-09-21,4413.82,6301.68,Down,Cooperative Report
PRC00003940,PRD0005,MKT0161,2025-09-22,4471.42,6691.36,Stable,Market Survey
PRC00003941,PRD0005,MKT0161,2025-09-23,4544.43,5845.72,Stable,Uganda Commodity Exchange
PRC00003942,PRD0005,MKT0161,2025-09-24,4424.62,5672.79,Down,Cooperative Report
PRC00003943,PRD0005,MKT0161,2025-09-25,4459.33,6594.39,Stable,Market Survey
PRC00003944,PRD0005,MKT0161,2025-09-26,4267.5,5492.35,Down,Uganda Commodity Exchange
PRC00003945,PRD0005,MKT0161,2025-09-27,4104.48,5152.6,Down,Uganda Commodity Exchange
PRC00003946,PRD0005,MKT0161,2025-09-28,4047.06,5350.06,Stable,Market Survey
PRC00003947,PRD0005,MKT0161,2025-09-29,4145.41,5547.77,Up,Cooperative Report
PRC00003948,PRD0005,MKT0161,2025-09-30,4435.23,6272.92,Up,Uganda Commodity Exchange
PRC00003949,PRD0005,MKT0161,2025-10-01,4469.18,6150.15,Stable,Market Survey
PRC00003950,PRD0005,MKT0161,2025-10-02,4454.87,6368.19,Stable,Ministry of Agriculture
PRC00003951,PRD0005,MKT0161,2025-10-03,4576.47,6073.32,Up,Cooperative Report
PRC00003952,PRD0005,MKT0161,2025-10-04,4548.83,6537.88,Stable,Cooperative Report
PRC00003953,PRD0005,MKT0161,2025-10-05,4377.82,6427.43,Down,Cooperative Report
PRC00003954,PRD0005,MKT0161,2025-10-06,4340.76,5658.3,Stable,Market Survey
PRC00003955,PRD0005,MKT0161,2025-10-07,4486.63,5775.95,Up,Cooperative Report
PRC00003956,PRD0005,MKT0161,2025-10-08,4432.32,5777.77,Stable,Uganda Commodity Exchange
PRC00003957,PRD0005,MKT0161,2025-10-09,4378.9,6071.29,Stable,Cooperative Report
PRC00003958,PRD0005,MKT0161,2025-10-10,4367.04,5445.94,Stable,Market Survey
PRC00003959,PRD0005,MKT0161,2025-10-11,4371.97,6325.76,Stable,Market Survey
PRC00003960,PRD0005,MKT0161,2025-10-12,4263.51,5349.05,Down,Ministry of Agriculture
PRC00003961,PRD0005,MKT0161,2025-10-13,4162.18,5971.75,Down,Market Survey
PRC00003962,PRD0005,MKT0161,2025-10-14,4094.83,5672.21,Stable,Ministry of Agriculture
PRC00003963,PRD0005,MKT0161,2025-10-15,4093.03,5622.93,Stable,Cooperative Report
PRC00003964,PRD0005,MKT0161,2025-10-16,4087.15,6062.41,Stable,Cooperative Report
PRC00003965,PRD0005,MKT0161,2025-10-17,4187.11,5874.12,Up,Market Survey
PRC00003966,PRD0005,MKT0161,2025-10-18,3973.52,5504.49,Down,Cooperative Report
PRC00003967,PRD0005,MKT0161,2025-10-19,3774.97,5156.1,Down,Cooperative Report
PRC00003968,PRD0005,MKT0161,2025-10-20,3974.0,5556.11,Up,Market Survey
PRC00003969,PRD0005,MKT0161,2025-10-21,3960.4,5181.96,Stable,Market Survey
PRC00003970,PRD0005,MKT0161,2025-10-22,3962.58,5152.82,Stable,Market Survey
PRC00003971,PRD0005,MKT0161,2025-10-23,3861.6,5570.18,Down,Ministry of Agriculture
PRC00003972,PRD0005,MKT0161,2025-10-24,3935.47,5212.78,Stable,Uganda Commodity Exchange
PRC00003973,PRD0005,MKT0161,2025-10-25,4057.42,4944.14,Up,Ministry of Agriculture
PRC00003974,PRD0005,MKT0161,2025-10-26,4076.79,5613.6,Stable,Ministry of Agriculture
PRC00003975,PRD0005,MKT0161,2025-10-27,4115.79,5080.77,Stable,Market Survey
PRC00003976,PRD0005,MKT0161,2025-10-28,4072.4,5069.79,Stable,Market Survey
PRC00003977,PRD0005,MKT0161,2025-10-29,4235.49,5798.7,Up,Ministry of Agriculture
PRC00003978,PRD0005,MKT0161,2025-10-30,4150.56,5519.72,Down,Ministry of Agriculture
PRC00003979,PRD0005,MKT0161,2025-10-31,4278.04,5938.19,Up,Cooperative Report
PRC00003980,PRD0005,MKT0161,2025-11-01,4568.38,5595.64,Up,Market Survey
PRC00003981,PRD0005,MKT0161,2025-11-02,4646.85,5716.61,Stable,Ministry of Agriculture
PRC00003982,PRD0005,MKT0161,2025-11-03,4605.49,6538.94,Stable,Market Survey
PRC00003983,PRD0005,MKT0161,2025-11-04,4534.67,6019.8,Stable,Market Survey
PRC00003984,PRD0005,MKT0161,2025-11-05,4681.55,6341.87,Up,Ministry of Agriculture
PRC00003985,PRD0005,MKT0161,2025-11-06,4494.89,6050.7,Down,Uganda Commodity Exchange
PRC00003986,PRD0005,MKT0161,2025-11-07,4560.8,6152.19,Stable,Ministry of Agriculture
PRC00003987,PRD0005,MKT0161,2025-11-08,4299.26,6148.05,Down,Market Survey
PRC00003988,PRD0005,MKT0161,2025-11-09,4540.38,5466.86,Up,Market Survey
PRC00003989,PRD0005,MKT0161,2025-11-10,4570.0,5732.41,Stable,Ministry of Agriculture
PRC00003990,PRD0005,MKT0161,2025-11-11,4441.11,5864.78,Down,Ministry of Agriculture
PRC00003991,PRD0005,MKT0161,2025-11-12,4278.82,6304.4,Down,Market Survey
PRC00003992,PRD0005,MKT0161,2025-11-13,4317.97,6162.58,Stable,Ministry of Agriculture
PRC00003993,PRD0005,MKT0161,2025-11-14,4439.78,5481.86,Up,Market Survey
PRC00003994,PRD0005,MKT0161,2025-11-15,4570.83,6785.04,Up,Uganda Commodity Exchange
PRC00003995,PRD0005,MKT0161,2025-11-16,4416.24,5609.84,Down,Cooperative Report
PRC00003996,PRD0005,MKT0161,2025-11-17,4405.56,6112.09,Stable,Cooperative Report
PRC00003997,PRD0005,MKT0161,2025-11-18,4214.88,6270.67,Down,Ministry of Agriculture
PRC00003998,PRD0005,MKT0161,2025-11-19,4174.21,5474.47,Stable,Ministry of Agriculture
PRC00003999,PRD0005,MKT0161,2025-11-20,4332.4,6257.92,Up,Cooperative Report
PRC00004000,PRD0005,MKT0161,2025-11-21,4250.84,5387.48,Stable,Ministry of Agriculture
PRC00004001,PRD0005,MKT0161,2025-11-22,4481.64,6690.67,Up,Cooperative Report
PRC00004002,PRD0005,MKT0161,2025-11-23,4567.8,6140.48,Stable,Cooperative Report
PRC00004003,PRD0005,MKT0161,2025-11-24,4635.6,6271.07,Stable,Uganda Commodity Exchange
PRC00004004,PRD0005,MKT0161,2025-11-25,4925.47,7271.72,Up,Ministry of Agriculture
PRC00004005,PRD0005,MKT0161,2025-11-26,5081.66,6433.33,Up,Market Survey
PRC00004006,PRD0005,MKT0161,2025-11-27,4968.72,6080.54,Down,Cooperative Report
PRC00004007,PRD0005,MKT0161,2025-11-28,5001.54,6282.28,Stable,Uganda Commodity Exchange
PRC00004008,PRD0005,MKT0161,2025-11-29,4770.18,6594.46,Down,Uganda Commodity Exchange
PRC00004009,PRD0005,MKT0161,2025-11-30,4856.36,5841.03,Stable,Uganda Commodity Exchange
PRC00004010,PRD0005,MKT0161,2025-12-01,4901.73,7340.94,Stable,Ministry of Agriculture
PRC00004011,PRD0005,MKT0161,2025-12-02,4596.63,6438.31,Down,Cooperative Report
PRC00004012,PRD0005,MKT0161,2025-12-03,4556.62,6300.58,Stable,Ministry of Agriculture
PRC00004013,PRD0005,MKT0161,2025-12-04,4453.0,5575.58,Down,Uganda Commodity Exchange
PRC00004014,PRD0005,MKT0161,2025-12-05,4372.48,5905.82,Stable,Uganda Commodity Exchange
PRC00004015,PRD0005,MKT0161,2025-12-06,4566.4,5526.37,Up,Uganda Commodity Exchange
PRC00004016,PRD0005,MKT0143,2024-12-07,2515.73,3371.63,Stable,Ministry of Agriculture
PRC00004017,PRD0005,MKT0143,2024-12-08,2560.98,3117.48,Stable,Market Survey
PRC00004018,PRD0005,MKT0143,2024-12-09,2698.05,3926.31,Up,Cooperative Report
PRC00004019,PRD0005,MKT0143,2024-12-10,2650.79,3698.16,Stable,Cooperative Report
PRC00004020,PRD0005,MKT0143,2024-12-11,2701.97,4035.33,Stable,Uganda Commodity Exchange
PRC00004021,PRD0005,MKT0143,2024-12-12,2773.53,4099.88,Up,Cooperative Report
PRC00004022,PRD0005,MKT0143,2024-12-13,2793.21,3887.26,Stable,Uganda Commodity Exchange
PRC00004023,PRD0005,MKT0143,2024-12-14,2771.45,3574.46,Stable,Cooperative Report
PRC00004024,PRD0005,MKT0143,2024-12-15,2694.49,3234.52,Down,Market Survey
PRC00004025,PRD0005,MKT0143,2024-12-16,2769.97,3838.98,Up,Cooperative Report
PRC00004026,PRD0005,MKT0143,2024-12-17,2839.27,3417.72,Up,Ministry of Agriculture
PRC00004027,PRD0005,MKT0143,2024-12-18,2726.22,3288.81,Down,Market Survey
PRC00004028,PRD0005,MKT0143,2024-12-19,2749.63,3390.36,Stable,Ministry of Agriculture
PRC00004029,PRD0005,MKT0143,2024-12-20,2787.75,3583.94,Stable,Cooperative Report
PRC00004030,PRD0005,MKT0143,2024-12-21,2612.28,3324.4,Down,Cooperative Report
PRC00004031,PRD0005,MKT0143,2024-12-22,2583.65,3845.22,Stable,Cooperative Report
PRC00004032,PRD0005,MKT0143,2024-12-23,2595.17,3545.35,Stable,Market Survey
PRC00004033,PRD0005,MKT0143,2024-12-24,2602.97,3742.66,Stable,Ministry of Agriculture
PRC00004034,PRD0005,MKT0143,2024-12-25,2603.44,3357.7,Stable,Cooperative Report
PRC00004035,PRD0005,MKT0143,2024-12-26,2517.48,3395.99,Down,Uganda Commodity Exchange
PRC00004036,PRD0005,MKT0143,2024-12-27,2527.33,3150.63,Stable,Market Survey
PRC00004037,PRD0005,MKT0143,2024-12-28,2562.91,3322.2,Stable,Ministry of Agriculture
PRC00004038,PRD0005,MKT0143,2024-12-29,2723.85,4082.04,Up,Market Survey
PRC00004039,PRD0005,MKT0143,2024-12-30,2766.71,3716.64,Stable,Uganda Commodity Exchange
PRC00004040,PRD0005,MKT0143,2024-12-31,2852.14,4230.14,Up,Ministry of Agriculture
PRC00004041,PRD0005,MKT0143,2025-01-01,2791.83,3772.74,Down,Cooperative Report
PRC00004042,PRD0005,MKT0143,2025-01-02,2800.89,3382.08,Stable,Uganda Commodity Exchange
PRC00004043,PRD0005,MKT0143,2025-01-03,2866.36,4273.77,Up,Ministry of Agriculture
PRC00004044,PRD0005,MKT0143,2025-01-04,2766.84,3481.29,Down,Ministry of Agriculture
PRC00004045,PRD0005,MKT0143,2025-01-05,2835.76,4180.83,Up,Uganda Commodity Exchange
PRC00004046,PRD0005,MKT0143,2025-01-06,2844.48,3922.32,Stable,Ministry of Agriculture
PRC00004047,PRD0005,MKT0143,2025-01-07,2954.5,3646.77,Up,Uganda Commodity Exchange
PRC00004048,PRD0005,MKT0143,2025-01-08,2985.86,3808.17,Stable,Ministry of Agriculture
PRC00004049,PRD0005,MKT0143,2025-01-09,3160.54,3829.58,Up,Uganda Commodity Exchange
PRC00004050,PRD0005,MKT0143,2025-01-10,3122.92,4442.06,Stable,Market Survey
PRC00004051,PRD0005,MKT0143,2025-01-11,3162.0,3920.18,Stable,Market Survey
PRC00004052,PRD0005,MKT0143,2025-01-12,3266.02,4611.23,Up,Cooperative Report
PRC00004053,PRD0005,MKT0143,2025-01-13,3303.03,4533.34,Stable,Uganda Commodity Exchange
PRC00004054,PRD0005,MKT0143,2025-01-14,3209.34,4769.25,Down,Cooperative Report
PRC00004055,PRD0005,MKT0143,2025-01-15,3068.0,3828.62,Down,Ministry of Agriculture
PRC00004056,PRD0005,MKT0143,2025-01-16,3182.64,4450.54,Up,Ministry of Agriculture
PRC00004057,PRD0005,MKT0143,2025-01-17,3060.06,3952.14,Down,Ministry of Agriculture
PRC00004058,PRD0005,MKT0143,2025-01-18,3129.79,4201.87,Up,Market Survey
PRC00004059,PRD0005,MKT0143,2025-01-19,3163.66,4687.26,Stable,Uganda Commodity Exchange
PRC00004060,PRD0005,MKT0143,2025-01-20,3282.27,4846.07,Up,Uganda Commodity Exchange
PRC00004061,PRD0005,MKT0143,2025-01-21,3169.02,3803.95,Down,Ministry of Agriculture
PRC00004062,PRD0005,MKT0143,2025-01-22,3140.66,4320.55,Stable,Market Survey
PRC00004063,PRD0005,MKT0143,2025-01-23,3132.91,4695.84,Stable,Uganda Commodity Exchange
PRC00004064,PRD0005,MKT0143,2025-01-24,3224.4,4279.12,Up,Cooperative Report
PRC00004065,PRD0005,MKT0143,2025-01-25,3110.82,4231.53,Down,Cooperative Report
PRC00004066,PRD0005,MKT0143,2025-01-26,3093.67,4470.54,Stable,Market Survey
PRC00004067,PRD0005,MKT0143,2025-01-27,3193.21,4630.98,Up,Ministry of Agriculture
PRC00004068,PRD0005,MKT0143,2025-01-28,3148.2,4449.33,Stable,Cooperative Report
PRC00004069,PRD0005,MKT0143,2025-01-29,3199.89,4590.98,Stable,Uganda Commodity Exchange
PRC00004070,PRD0005,MKT0143,2025-01-30,3290.86,4485.61,Up,Cooperative Report
PRC00004071,PRD0005,MKT0143,2025-01-31,3240.82,4369.05,Stable,Market Survey
PRC00004072,PRD0005,MKT0143,2025-02-01,3165.84,4099.59,Down,Market Survey
PRC00004073,PRD0005,MKT0143,2025-02-02,3228.59,4133.84,Stable,Cooperative Report
PRC00004074,PRD0005,MKT0143,2025-02-03,3290.06,4630.05,Stable,Ministry of Agriculture
PRC00004075,PRD0005,MKT0143,2025-02-04,3195.48,4704.61,Down,Market Survey
PRC00004076,PRD0005,MKT0143,2025-02-05,3162.25,4036.13,Stable,Ministry of Agriculture
PRC00004077,PRD0005,MKT0143,2025-02-06,3207.15,4190.03,Stable,Uganda Commodity Exchange
PRC00004078,PRD0005,MKT0143,2025-02-07,3153.18,3784.42,Stable,Ministry of Agriculture
PRC00004079,PRD0005,MKT0143,2025-02-08,3047.72,4345.49,Down,Market Survey
PRC00004080,PRD0005,MKT0143,2025-02-09,3023.94,3933.07,Stable,Ministry of Agriculture
PRC00004081,PRD0005,MKT0143,2025-02-10,2903.79,4181.42,Down,Cooperative Report
PRC00004082,PRD0005,MKT0143,2025-02-11,2846.25,3624.91,Stable,Market Survey
PRC00004083,PRD0005,MKT0143,2025-02-12,2820.95,3841.29,Stable,Ministry of Agriculture
PRC00004084,PRD0005,MKT0143,2025-02-13,2885.81,3586.88,Up,Market Survey
PRC00004085,PRD0005,MKT0143,2025-02-14,2893.51,3901.58,Stable,Uganda Commodity Exchange
PRC00004086,PRD0005,MKT0143,2025-02-15,2998.81,4051.9,Up,Market Survey
PRC00004087,PRD0005,MKT0143,2025-02-16,3066.42,4355.25,Up,Cooperative Report
PRC00004088,PRD0005,MKT0143,2025-02-17,3033.18,3881.18,Stable,Market Survey
PRC00004089,PRD0005,MKT0143,2025-02-18,3060.57,4321.1,Stable,Uganda Commodity Exchange
PRC00004090,PRD0005,MKT0143,2025-02-19,3194.59,4610.77,Up,Uganda Commodity Exchange
PRC00004091,PRD0005,MKT0143,2025-02-20,3187.54,3996.45,Stable,Ministry of Agriculture
PRC00004092,PRD0005,MKT0143,2025-02-21,3099.0,3747.87,Down,Cooperative Report
PRC00004093,PRD0005,MKT0143,2025-02-22,2958.92,4264.44,Down,Ministry of Agriculture
PRC00004094,PRD0005,MKT0143,2025-02-23,2973.7,4417.76,Stable,Market Survey
PRC00004095,PRD0005,MKT0143,2025-02-24,3015.88,4383.56,Stable,Cooperative Report
PRC00004096,PRD0005,MKT0143,2025-02-25,3144.51,4687.05,Up,Ministry of Agriculture
PRC00004097,PRD0005,MKT0143,2025-02-26,3315.78,4028.76,Up,Cooperative Report
PRC00004098,PRD0005,MKT0143,2025-02-27,3162.99,4301.26,Down,Uganda Commodity Exchange
PRC00004099,PRD0005,MKT0143,2025-02-28,3142.54,4674.46,Stable,Uganda Commodity Exchange
PRC00004100,PRD0005,MKT0143,2025-03-01,3173.21,4501.34,Stable,Ministry of Agriculture
PRC00004101,PRD0005,MKT0143,2025-03-02,3212.24,4358.07,Stable,Market Survey
PRC00004102,PRD0005,MKT0143,2025-03-03,3305.37,4206.41,Up,Cooperative Report
PRC00004103,PRD0005,MKT0143,2025-03-04,3237.56,4780.13,Down,Uganda Commodity Exchange
PRC00004104,PRD0005,MKT0143,2025-03-05,3208.16,4008.08,Stable,Uganda Commodity Exchange
PRC00004105,PRD0005,MKT0143,2025-03-06,3239.23,4317.41,Stable,Market Survey
PRC00004106,PRD0005,MKT0143,2025-03-07,3297.29,4705.23,Stable,Cooperative Report
PRC00004107,PRD0005,MKT0143,2025-03-08,3196.65,4671.01,Down,Ministry of Agriculture
PRC00004108,PRD0005,MKT0143,2025-03-09,3172.59,4693.09,Stable,Ministry of Agriculture
PRC00004109,PRD0005,MKT0143,2025-03-10,3202.62,4198.54,Stable,Market Survey
PRC00004110,PRD0005,MKT0143,2025-03-11,3279.22,4736.26,Up,Ministry of Agriculture
PRC00004111,PRD0005,MKT0143,2025-03-12,3236.04,4072.09,Stable,Ministry of Agriculture
PRC00004112,PRD0005,MKT0143,2025-03-13,3441.19,4578.06,Up,Market Survey
PRC00004113,PRD0005,MKT0143,2025-03-14,3435.17,4792.77,Stable,Uganda Commodity Exchange
PRC00004114,PRD0005,MKT0143,2025-03-15,3447.35,4614.05,Stable,Ministry of Agriculture
PRC00004115,PRD0005,MKT0143,2025-03-16,3462.76,4209.86,Stable,Cooperative Report
PRC00004116,PRD0005,MKT0143,2025-03-17,3414.19,4399.39,Stable,Ministry of Agriculture
PRC00004117,PRD0005,MKT0143,2025-03-18,3391.39,4411.06,Stable,Ministry of Agriculture
PRC00004118,PRD0005,MKT0143,2025-03-19,3356.68,4394.12,Stable,Market Survey
PRC00004119,PRD0005,MKT0143,2025-03-20,3462.51,4844.85,Up,Ministry of Agriculture
PRC00004120,PRD0005,MKT0143,2025-03-21,3482.79,4186.45,Stable,Cooperative Report
PRC00004121,PRD0005,MKT0143,2025-03-22,3430.94,4367.43,Stable,Ministry of Agriculture
PRC00004122,PRD0005,MKT0143,2025-03-23,3439.01,5073.72,Stable,Cooperative Report
PRC00004123,PRD0005,MKT0143,2025-03-24,3423.66,4457.23,Stable,Market Survey
PRC00004124,PRD0005,MKT0143,2025-03-25,3572.86,5234.89,Up,Market Survey
PRC00004125,PRD0005,MKT0143,2025-03-26,3860.02,4778.0,Up,Uganda Commodity Exchange
PRC00004126,PRD0005,MKT0143,2025-03-27,4025.85,5312.96,Up,Uganda Commodity Exchange
PRC00004127,PRD0005,MKT0143,2025-03-28,3867.95,5379.36,Down,Market Survey
PRC00004128,PRD0005,MKT0143,2025-03-29,3966.68,5324.7,Up,Cooperative Report
PRC00004129,PRD0005,MKT0143,2025-03-30,4046.75,5149.03,Up,Cooperative Report
PRC00004130,PRD0005,MKT0143,2025-03-31,3996.08,5310.93,Stable,Market Survey
PRC00004131,PRD0005,MKT0143,2025-04-01,4144.77,5848.57,Up,Uganda Commodity Exchange
PRC00004132,PRD0005,MKT0143,2025-04-02,4179.42,5322.91,Stable,Ministry of Agriculture
PRC00004133,PRD0005,MKT0143,2025-04-03,3988.23,5319.53,Down,Uganda Commodity Exchange
PRC00004134,PRD0005,MKT0143,2025-04-04,4023.96,6020.27,Stable,Uganda Commodity Exchange
PRC00004135,PRD0005,MKT0143,2025-04-05,4061.88,5145.61,Stable,Ministry of Agriculture
PRC00004136,PRD0005,MKT0143,2025-04-06,4069.95,6098.18,Stable,Ministry of Agriculture
PRC00004137,PRD0005,MKT0143,2025-04-07,3936.67,4781.26,Down,Cooperative Report
PRC00004138,PRD0005,MKT0143,2025-04-08,3820.27,5586.29,Down,Ministry of Agriculture
PRC00004139,PRD0005,MKT0143,2025-04-09,3826.59,4867.4,Stable,Market Survey
PRC00004140,PRD0005,MKT0143,2025-04-10,3968.77,5770.2,Up,Ministry of Agriculture
PRC00004141,PRD0005,MKT0143,2025-04-11,3939.02,5165.0,Stable,Market Survey
PRC00004142,PRD0005,MKT0143,2025-04-12,3745.82,5577.26,Down,Cooperative Report
PRC00004143,PRD0005,MKT0143,2025-04-13,3915.9,5760.36,Up,Market Survey
PRC00004144,PRD0005,MKT0143,2025-04-14,4200.71,5166.78,Up,Uganda Commodity Exchange
PRC00004145,PRD0005,MKT0143,2025-04-15,4342.19,6357.77,Up,Uganda Commodity Exchange
PRC00004146,PRD0005,MKT0143,2025-04-16,4521.86,6670.08,Up,Ministry of Agriculture
PRC00004147,PRD0005,MKT0143,2025-04-17,4460.63,6634.96,Stable,Uganda Commodity Exchange
PRC00004148,PRD0005,MKT0143,2025-04-18,4462.42,6645.05,Stable,Ministry of Agriculture
PRC00004149,PRD0005,MKT0143,2025-04-19,4432.37,5510.06,Stable,Cooperative Report
PRC00004150,PRD0005,MKT0143,2025-04-20,4340.44,5320.77,Down,Cooperative Report
PRC00004151,PRD0005,MKT0143,2025-04-21,4266.9,5962.03,Stable,Market Survey
PRC00004152,PRD0005,MKT0143,2025-04-22,4471.12,6664.74,Up,Ministry of Agriculture
PRC00004153,PRD0005,MKT0143,2025-04-23,4529.14,6540.73,Stable,Cooperative Report
PRC00004154,PRD0005,MKT0143,2025-04-24,4568.71,6387.41,Stable,Ministry of Agriculture
PRC00004155,PRD0005,MKT0143,2025-04-25,4265.13,5276.8,Down,Cooperative Report
PRC00004156,PRD0005,MKT0143,2025-04-26,4413.35,6075.35,Up,Market Survey
PRC00004157,PRD0005,MKT0143,2025-04-27,4190.52,6052.69,Down,Cooperative Report
PRC00004158,PRD0005,MKT0143,2025-04-28,4288.37,5353.5,Up,Market Survey
PRC00004159,PRD0005,MKT0143,2025-04-29,4376.11,5599.84,Up,Uganda Commodity Exchange
PRC00004160,PRD0005,MKT0143,2025-04-30,4437.29,6066.07,Stable,Ministry of Agriculture
PRC00004161,PRD0005,MKT0143,2025-05-01,4474.62,6010.29,Stable,Ministry of Agriculture
PRC00004162,PRD0005,MKT0143,2025-05-02,4680.17,6188.76,Up,Uganda Commodity Exchange
PRC00004163,PRD0005,MKT0143,2025-05-03,4647.06,5841.25,Stable,Ministry of Agriculture
PRC00004164,PRD0005,MKT0143,2025-05-04,4763.62,6215.1,Up,Uganda Commodity Exchange
PRC00004165,PRD0005,MKT0143,2025-05-05,4773.47,6560.86,Stable,Cooperative Report
PRC00004166,PRD0005,MKT0143,2025-05-06,4789.16,6924.61,Stable,Market Survey
PRC00004167,PRD0005,MKT0143,2025-05-07,4764.2,6461.4,Stable,Uganda Commodity Exchange
PRC00004168,PRD0005,MKT0143,2025-05-08,4767.9,6967.64,Stable,Uganda Commodity Exchange
PRC00004169,PRD0005,MKT0143,2025-05-09,4737.11,6396.25,Stable,Cooperative Report
PRC00004170,PRD0005,MKT0143,2025-05-10,4802.18,6318.68,Stable,Ministry of Agriculture
PRC00004171,PRD0005,MKT0143,2025-05-11,4708.82,6310.72,Stable,Uganda Commodity Exchange
PRC00004172,PRD0005,MKT0143,2025-05-12,4599.14,6355.22,Down,Uganda Commodity Exchange
PRC00004173,PRD0005,MKT0143,2025-05-13,4610.56,6243.71,Stable,Ministry of Agriculture
PRC00004174,PRD0005,MKT0143,2025-05-14,4611.42,6029.95,Stable,Uganda Commodity Exchange
PRC00004175,PRD0005,MKT0143,2025-05-15,4399.24,6250.61,Down,Uganda Commodity Exchange
PRC00004176,PRD0005,MKT0143,2025-05-16,4370.19,5289.34,Stable,Uganda Commodity Exchange
PRC00004177,PRD0005,MKT0143,2025-05-17,4468.96,5425.41,Up,Uganda Commodity Exchange
PRC00004178,PRD0005,MKT0143,2025-05-18,4479.22,6058.74,Stable,Cooperative Report
PRC00004179,PRD0005,MKT0143,2025-05-19,4434.91,5394.76,Stable,Market Survey
PRC00004180,PRD0005,MKT0143,2025-05-20,4152.7,5114.81,Down,Market Survey
PRC00004181,PRD0005,MKT0143,2025-05-21,4165.87,5229.18,Stable,Market Survey
PRC00004182,PRD0005,MKT0143,2025-05-22,4349.14,6170.82,Up,Ministry of Agriculture
PRC00004183,PRD0005,MKT0143,2025-05-23,4184.06,5871.48,Down,Market Survey
PRC00004184,PRD0005,MKT0143,2025-05-24,4434.26,6194.37,Up,Market Survey
PRC00004185,PRD0005,MKT0143,2025-05-25,4374.71,5257.69,Stable,Market Survey
PRC00004186,PRD0005,MKT0143,2025-05-26,4494.97,6337.85,Up,Uganda Commodity Exchange
PRC00004187,PRD0005,MKT0143,2025-05-27,4628.01,6874.48,Up,Cooperative Report
PRC00004188,PRD0005,MKT0143,2025-05-28,4597.8,5804.46,Stable,Market Survey
PRC00004189,PRD0005,MKT0143,2025-05-29,4330.87,5746.83,Down,Uganda Commodity Exchange
PRC00004190,PRD0005,MKT0143,2025-05-30,4515.81,6755.71,Up,Uganda Commodity Exchange
PRC00004191,PRD0005,MKT0143,2025-05-31,4534.15,5951.83,Stable,Uganda Commodity Exchange
PRC00004192,PRD0005,MKT0143,2025-06-01,4544.7,6456.68,Stable,Market Survey
PRC00004193,PRD0005,MKT0143,2025-06-02,4783.23,6262.57,Up,Cooperative Report
PRC00004194,PRD0005,MKT0143,2025-06-03,4758.7,6253.26,Stable,Ministry of Agriculture
PRC00004195,PRD0005,MKT0143,2025-06-04,5088.77,7591.55,Up,Market Survey
PRC00004196,PRD0005,MKT0143,2025-06-05,4922.31,7226.22,Down,Ministry of Agriculture
PRC00004197,PRD0005,MKT0143,2025-06-06,4934.96,7166.83,Stable,Ministry of Agriculture
PRC00004198,PRD0005,MKT0143,2025-06-07,4837.92,6005.36,Stable,Uganda Commodity Exchange
PRC00004199,PRD0005,MKT0143,2025-06-08,4812.61,5935.09,Stable,Uganda Commodity Exchange
PRC00004200,PRD0005,MKT0143,2025-06-09,4797.17,6558.97,Stable,Cooperative Report
PRC00004201,PRD0005,MKT0143,2025-06-10,4890.53,6882.6,Stable,Cooperative Report
PRC00004202,PRD0005,MKT0143,2025-06-11,4869.33,6876.44,Stable,Cooperative Report
PRC00004203,PRD0005,MKT0143,2025-06-12,4999.98,6689.86,Up,Uganda Commodity Exchange
PRC00004204,PRD0005,MKT0143,2025-06-13,4709.69,6807.94,Down,Ministry of Agriculture
PRC00004205,PRD0005,MKT0143,2025-06-14,4934.1,6684.21,Up,Uganda Commodity Exchange
